"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"frc",NA,NA,NA,NA,NA,NA,NA,NA,3.1,8,6,1.6
"yfdX",NA,NA,NA,NA,NA,NA,NA,NA,80.9,33.2,56.1,49.1
"ypdI",NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.7,5.8,20.9
"yfdY",NA,NA,NA,NA,NA,NA,NA,NA,157.2,82.9,999.1,563.1
"lpxP",2387.6,347.8,139.7,928.9,1837.3,1598.3,175.1,587.1,1297.7,397,293.1,626
"alaC",NA,NA,NA,NA,NA,NA,NA,NA,153.9,103.4,366.8,191.8
"pyrS",NA,NA,NA,NA,NA,NA,NA,NA,59.3,52.8,258.3,162
"pyrR",NA,NA,NA,NA,NA,NA,NA,NA,83.5,45.7,275.8,189.2
"ypdC",NA,NA,NA,NA,NA,NA,NA,NA,79,65.6,172.2,99.2
"fryA",NA,NA,NA,NA,NA,NA,NA,NA,108.7,75,157.7,61.6
"ypdE",NA,NA,NA,NA,NA,NA,NA,NA,27.7,42.9,62.4,31.4
"ypdF",NA,NA,NA,NA,NA,NA,NA,NA,4.8,12.6,11.1,24.3
"fryC",NA,NA,NA,NA,NA,NA,NA,NA,81.2,30.3,83.4,52.7
"fryB",NA,NA,NA,NA,NA,NA,NA,NA,14.3,17.1,78.2,49.2
"glk",934.6,2802.9,3857.2,2798.7,693.4,2202,2439.2,1752.4,317.9,444.2,805.9,393.8
"yfeO",NA,NA,NA,NA,NA,NA,NA,NA,26.8,40.9,352,214.3
"ypeC",NA,NA,NA,NA,NA,NA,NA,NA,2.8,16.4,119.2,100.5
"mntH",NA,NA,NA,NA,NA,NA,NA,NA,132.8,66.6,478.3,879.2
"nupC",1513.3,5169.3,3085,1404.9,1211.6,2120.1,1559.5,1465.8,1942.2,1115.2,887.7,413.6
"pdeA",194.1,245,264.2,409.9,209.9,203.2,147.7,251.9,75.6,88.2,165.8,108.3
"alaX",10078.6,6758.8,5029.7,10041.9,29946.4,30965.4,18711.9,4654.7,1272,2505.9,3037,3574.7
"alaW",9674.4,6574.3,4329.1,9800.9,29753.1,31181.8,17048.1,4236,468.4,3482.9,3340,5728.9
"yfeC",276.9,524.1,383,361.6,284.4,523.9,372.3,402.5,105.9,231.3,219.2,166.3
"yfeD",339,464.9,232.2,423.5,328.5,590.1,253,156.6,102.8,217,141.3,173.9
"gltX",1178.9,696,858.1,842,1516.1,903.2,1326.6,889.8,543,340.3,436.6,255.6
"valX",18210.1,11388.2,5166.4,9277.1,47493.8,32039.3,27513.2,13687.6,4016,5588.6,2872.7,3254.3
"valY",18459.4,11982,4799.9,9704.9,48418,31803.4,28124.8,12984.5,4574.8,8355.8,5041.5,4001.5
"xapR",392.5,319.8,353.4,331.4,543.6,427.1,296.4,326.5,154.6,97,224.1,164.5
"xapB",118.4,189.8,154.5,257.1,20.9,130.1,24.8,184.5,77.6,33.5,127.3,28.4
"xapA",16.3,44.2,60.5,14.9,69.5,137.2,28.6,81.5,10.8,5.7,10.8,15.8
"yfeN",179.3,266.6,275,559.3,238.3,499,1173.9,1119.5,68.5,84.1,352.8,273.5
"yfeR",174.8,181.5,107.3,179.6,187.4,314.2,181,229,68.5,13.4,160.9,53.9
"yfeH",613.2,963.7,615.7,819,378,585.3,396.6,531.4,332.5,139.2,446,276.6
"ligA",534.5,502.6,566.8,1009.7,774.9,732.1,691.7,1314.5,209.4,198.9,330.1,239
"zipA",773.4,788.4,1111.8,806.9,557.3,621,831.9,922.8,204,318.9,604.2,273.3
"cysZ",646.5,610.4,282.2,318.4,412.4,400.9,226.1,317.9,276.5,133.5,220.1,104.7
"cysK",792.9,1019.2,4495,3931.2,1917.7,1028.5,12348.5,3849.7,351.9,2596.5,3326.4,1169.5
"ptsH",10601.4,11737.3,12938.2,7709.5,12521.2,11265.2,16265.2,10317.4,3695.9,3756.1,4925,1652.8
"ptsI",10449.6,8261.9,15538.9,13971.4,9333.3,6624.9,15670.7,15918.4,3592.5,2543.7,6479.1,4596.2
"crr",5905.8,5128.3,12998.4,8449.1,5869.7,3829,10466.7,7988.8,1633.6,1538.7,4697.5,2081.9
"pdxK",291.7,473.5,1004.5,230.4,375,537.9,349.5,302.8,102.5,111,225.7,75.6
"yfeK",121.6,722.3,196.8,120.8,272.7,303.4,140.1,204.6,77,59.5,139.7,151.5
"yfeS",NA,NA,NA,NA,NA,NA,NA,NA,31.5,32.5,45.1,73.5
"cysM",549.5,197.1,341.4,370.8,659.7,375.8,1873.2,475.7,118.6,428.8,220.7,129.2
"cysA",219.4,198.3,313.3,883.7,368.4,197.4,2223.3,500.6,90.7,436,351.5,146.5
"cysW",257.6,284.9,605.6,1163.6,548.7,534.4,1928.8,495.1,82,442.8,427.1,189.2
"cysU",178,216.8,211.8,558.6,460.9,351.8,2345.4,1089.7,33.2,243.9,252.5,159.6
"cysP",502.6,414.4,531.1,1223.5,563.2,691.4,1993.4,1237.5,268.9,608.3,1152.4,293.1
"ucpA",628.9,1552.7,1614.1,1521.1,442.7,2014.6,1655.9,1085.8,263.7,541.5,726.9,426.2
"murR",1598.1,2988.3,367,380,1120.6,1162.3,469,311.6,396.5,150,203.6,105.4
"murQ",289.4,711.3,304.8,619.5,212,686,479.2,221.2,221.7,112.3,228.6,106.9
"murP",NA,NA,NA,NA,NA,NA,NA,NA,68.1,31,58.5,34.4
"yfeW",NA,NA,NA,NA,NA,NA,NA,NA,221.1,110.3,234.1,162.4
"yfeX",NA,NA,NA,NA,NA,NA,NA,NA,141.4,185.2,104.8,58.5
"yfeY",NA,NA,NA,NA,NA,NA,NA,NA,386.9,329.8,323.6,134.1
"yfeZ",NA,NA,NA,NA,NA,NA,NA,NA,231.3,208.7,336.3,270
"ypeA",NA,NA,NA,NA,NA,NA,NA,NA,306.2,338.1,535.1,450.7
"amiA",436.4,314.4,141,473.1,409.1,392.1,471.6,488.4,181.4,120.3,240.5,107.1
"hemF",267.9,268.5,193,119.8,199.9,210.1,93.6,101.6,102.2,78.8,104.3,82.4
"eutR",223.2,277.5,276.5,287.4,151.8,432.3,254.6,290,22.2,51.3,130.4,89.5
"eutK",NA,NA,NA,NA,NA,NA,NA,NA,117.9,73.8,250.9,83
"eutL",NA,NA,NA,NA,NA,NA,NA,NA,49.6,54,174.2,55.7
"eutC",222.2,251.3,608.1,231.4,227.4,318.9,401.9,398.9,80.4,102.3,226.5,56.5
"eutB",933,702.2,1016.8,1679.6,615.9,1010.6,564.7,928.6,265.1,279.4,420.4,385.2
"intZ",NA,NA,NA,NA,NA,NA,NA,NA,82.1,93.8,108.9,118.7
"yffL",NA,NA,NA,NA,NA,NA,NA,NA,176.2,63.7,292.3,249.9
"yffM",NA,NA,NA,NA,NA,NA,NA,NA,13.9,28.2,32.9,33.4
"yffN",NA,NA,NA,NA,NA,NA,NA,NA,5.7,4.8,61.7,35.4
"yffO",NA,NA,NA,NA,NA,NA,NA,NA,9.2,8.4,151.9,73.6
"yffP",NA,NA,NA,NA,NA,NA,NA,NA,175.4,74.3,246.4,96.2
"yffQ",NA,NA,NA,NA,NA,NA,NA,NA,33.4,15,87.3,37.2
"yffR",NA,NA,NA,NA,NA,NA,NA,NA,99.6,84.8,627.2,529.6
"yffS",NA,NA,NA,NA,NA,NA,NA,NA,628.2,306.5,865.2,371.9
"eutA",NA,NA,NA,NA,NA,NA,NA,NA,6.3,4.9,15.8,13.9
"eutH",399.1,417.4,488.9,477.2,279.6,633.7,401.9,536,107.4,94.8,187.6,73.4
"eutG",166.7,166.1,204.2,222.1,248.5,314.7,39.2,162.9,143.2,26.8,133,68.7
"eutJ",204.1,208.1,257.3,439.8,337.9,407.8,343.9,259.3,82.3,59.5,136.7,103
"eutE",43.6,97.7,50.1,27.8,48,64.9,17.6,42.1,11.4,6.2,12.4,15.1
"eutN",261.4,324.6,296.2,363.3,133.9,429.3,183.4,208.4,239.7,95.5,277.6,182.2
"eutM",420.9,370.3,569.5,549.3,403.2,736.4,653.5,471,146,112.6,353.5,148.8
"eutD",285.9,244.7,409.9,401.7,170.3,392.4,206.3,159.2,15,60,150.6,59.3
"eutT",NA,NA,NA,NA,NA,NA,NA,NA,50,40.2,97,27
"eutQ",NA,NA,NA,NA,NA,NA,NA,NA,59.9,57,162.6,69.7
"eutP",NA,NA,NA,NA,NA,NA,NA,NA,32.3,20,108.1,41
"eutS",NA,NA,NA,NA,NA,NA,NA,NA,47.9,30.4,69.5,45.3
"maeB",NA,NA,NA,NA,NA,NA,NA,NA,194.8,569.9,1617.9,530.6
"talA",142.3,417.5,2746.6,2813.7,35.8,559,3430.9,13652.9,100.4,75.8,2015.1,1017.9
"tktB",94.8,244.7,1572,2264.6,185,376.6,1977.9,5117.3,41.3,71.4,863.2,604.4
"ypfG",NA,NA,NA,NA,NA,NA,NA,NA,59.8,31.3,40.9,74.5
"nudK",594.2,676.4,536.9,238.9,463.2,906.5,536.6,192,158.2,106.2,176.4,105.8
"aegA",269.6,304.4,1042.3,1000,416,589,528.3,490.3,194.7,64.3,327.3,172.7
"narQ",175.1,147.8,186.6,309.2,157.6,206,236.6,187.7,37.7,40.8,92.5,61.7
"acrD",194.2,301.6,211.8,378.7,372.1,416.5,65.6,55.8,34,55.5,41.3,15.2
"yffB",404.5,422,620.1,555,318.3,386.4,599.4,579.7,144.5,169.7,236,128.6
"dapE",225.5,292.6,396.8,576.4,227.6,224.4,502.7,396.8,60.3,57,223.5,190.6
"ypfH",443.3,900.7,719.5,679.6,644.8,838.5,828.1,982.6,146.6,103,304,199.7
"tmcA",150.9,194.3,379.4,363,145.5,246.7,298.7,426.1,37.7,30.8,154.3,81.6
"ypfJ",NA,NA,NA,NA,NA,NA,NA,NA,179.7,127.1,522.5,372.2
"purC",803.5,889.9,479.1,877.5,674.8,1051.3,523.2,319.2,588.9,306.5,488.4,250.7
"bamC",3084.9,2884.2,1788.9,1413.5,3012.3,2679.2,2046.7,1257.4,917.8,812.9,1096.6,475.2
"dapA",4966.4,5616.3,3133.6,2122.7,7195.5,6770.1,3908.3,3493.1,1271.1,1431.9,1197.6,772
"gcvR",710.1,1143.4,1462.7,1131.6,534.4,1389.9,2042.9,2038.4,302.2,296.6,1378.9,539
"bcp",2967.4,2387.5,2131.7,1431,4687.6,4030.7,4543.9,2476,1121.1,666.2,1539.7,756.1
"hyfA",32.3,71.6,34.7,28.5,27.7,147.6,17.2,15.6,5.2,9.8,9.8,4.3
"hyfB",34.3,34,34.1,27.4,34,145.3,32.6,27.2,5.2,9.4,10,4.6
"hyfC",65.6,45.6,65.6,141.6,105.7,78,10.2,26.5,4.5,5.1,21.6,20.3
"hyfD",41.1,47.4,33.7,87.1,39.2,50.3,24.6,23.7,6.8,9.6,10.8,4.7
"hyfE",186,188.7,161.8,137.6,301.8,444.1,203.7,248.7,87.6,42.5,100.9,57.8
"hyfF",68,136.8,131.2,235.3,106.2,358.1,224.4,271.6,40.3,42.5,80.6,40.8
"hyfG",83.5,20.3,92.7,52.7,30,143.5,20.2,28.8,5.7,4.7,15.4,7.8
"hyfH",144.4,172.4,219.2,349.8,177.5,427.4,197.5,263.2,57.1,54.4,141.8,56.3
"hyfI",197.6,201.7,195.9,202.2,501.9,462.3,477.6,638,35.7,87.7,72,67.5
"hyfJ",NA,NA,NA,NA,NA,NA,NA,NA,65.4,55.2,145.2,89.4
"hyfR",153.1,156.9,133.5,288.7,193,403.8,117.1,151.3,58.6,46.9,129.5,81.3
"focB",307.1,166.3,188.6,213.1,215.3,433.4,94.4,104.6,25.7,38.2,47.4,39.7
"yfgO",275,314.2,232.7,124.6,275.9,304.4,239.9,185.7,73.8,85.8,32.2,47.1
"bepA",NA,NA,NA,NA,NA,NA,NA,NA,139.3,155.4,773,255.4
"yfgD",NA,NA,NA,NA,NA,NA,NA,NA,213.7,210,421.9,214.9
"hda",NA,NA,NA,NA,NA,NA,NA,NA,219.4,292.4,245.8,199.2
"uraA",605.3,216.1,94,53.6,313.1,210.1,29.4,22.6,24.3,124.4,12.3,8.9
"upp",3564.4,2701.6,1168.2,286,1881.2,1067.1,1322.8,317.4,639.3,939,299.5,67.1
"purM",406,340.8,157.7,385.9,269.7,295.2,197.3,129.5,409.1,155.7,195.6,116
"purN",899.7,595.7,236.4,332.6,612.6,657.6,490.9,515.3,644.7,258.9,323.3,173.7
"ppk",346.3,561.8,667.4,555.7,178.6,346.9,464.8,783.6,227.2,114.3,442.7,300.5
"ppx",332,350,541.5,310,316.9,319.5,398,499.3,172.9,135.9,273.7,248.8
"pdeF",NA,NA,NA,NA,NA,NA,NA,NA,20.7,16.5,18.2,29.1
"yfgG",NA,NA,NA,NA,NA,NA,NA,NA,221.7,385.6,1023.9,1904.2
"yfgH",NA,NA,NA,NA,NA,NA,NA,NA,6.3,5.3,4.9,17.4
"yfgI",NA,NA,NA,NA,NA,NA,NA,NA,11.3,39.8,12.5,26.6
"guaA",1145.9,884.8,381,441.6,1514.4,543.6,257.4,664.6,2041.4,470.3,128.1,136.1
"guaB",1473.4,950.1,256.5,528.1,3636.2,270,89.7,709.1,2867.3,571,136.9,302.4
"xseA",563.8,317.5,105.8,635.9,710.4,401.7,367.9,668.2,138.8,132.3,33.8,185.1
"yfgJ",NA,NA,NA,NA,NA,NA,NA,NA,110.3,54,126,144.8
"der",NA,NA,NA,NA,NA,NA,NA,NA,268.7,131.4,243.9,179.3
"bamB",NA,NA,NA,NA,NA,NA,NA,NA,558.8,459.1,620.7,657.5
"yfgM",NA,NA,NA,NA,NA,NA,NA,NA,664.8,452.1,571.1,228.6
"hisS",2489.1,1962.4,2029,2107.8,1406.8,1376.9,1184.3,2119.9,1172.3,677.3,810.1,446.5
"ispG",1216.9,945,779.5,1095.4,632.1,757.6,816.8,1283.4,479.3,345.1,507.7,221.6
"rodZ",1614.1,1505.2,1754.2,2023.7,860,1234.9,1446.7,2291.1,704.8,480.3,1262.4,655.7
"rlmN",1149,453,287.6,778,1052.9,400.8,389.5,798.3,514.3,217,199.7,174.6
"ndk",3710.3,8897.4,1092.8,1158.9,3056.5,6510.5,1752.6,1511.6,3024.3,2116.3,1011.8,443.7
"pbpC",378,346.6,403.8,434.6,54.6,330.6,61,193.6,103.7,73.4,136.1,65.7
"yfhM",NA,NA,NA,NA,NA,NA,NA,NA,97.7,66,311,109.9
"sseA",890.6,2635.3,4523.5,1512.5,686.9,1842.5,2384.7,1063.1,357.3,395.6,1352.6,238.9
"sseB",1045.5,795.4,322.3,352.3,499.2,310.7,309.9,417.4,294.3,117.4,324.9,120.5
"pepB",1521.5,1297.1,1196.8,891.9,770.3,677.9,788.4,1011.2,400,319.3,595.1,198.8
"iscX",2488.8,1610,654.5,849.9,1255.3,739.1,733.5,641.4,655.6,330.8,435.1,227.8
"fdx",2170.1,1318.4,529,1083.6,1900.1,1180.4,939.9,1006.3,761.8,380.8,412.4,241.6
"hscA",1979.6,1431.6,613.7,795.2,1622.3,1123.2,919.3,1030.1,756.9,413.3,338.6,172.8
"hscB",1218.8,425,147.4,506.5,690.1,409.9,225.6,775.2,323.9,90.6,282.5,238.1
"iscA",3915.6,2216.6,1209.6,8287.1,2525,2433.4,1941.3,7931.3,1597.4,649.6,2196.7,2065.2
"iscU",NA,NA,NA,NA,NA,NA,NA,NA,1271.7,304.5,1627.9,1489.9
"iscS",2196.1,1294.4,204.6,3607,916.8,855.6,799.2,3805.6,706.2,218.5,1086.2,770.6
"iscR",NA,NA,NA,NA,NA,NA,NA,NA,658.8,178.6,818.4,1009.1
"trmJ",NA,NA,NA,NA,NA,NA,NA,NA,678.2,583.4,329.2,338.7
"suhB",1103.7,225,120.5,85,1390.5,279.7,56.7,60.7,252.6,209.9,85.9,54.2
"yfhR",NA,NA,NA,NA,NA,NA,NA,NA,64,22.2,106.1,64.9
"csiE",117.8,389.8,1382.3,2108,31.2,644.9,674.9,2702.5,85,43.6,1652.1,1121.6
"hcaT",303.7,314.3,329.1,645.1,251.2,593.7,269.4,278.9,112.1,87.3,217.5,164.1
"hcaR",117.7,781,466,2150.7,134.5,1274.2,1260.1,1345.4,150.3,150.3,1088.9,686.7
"hcaE",194.6,231,127.1,185.8,174.8,321.5,204.7,211.9,43.4,42.1,101,81.3
"hcaF",274.5,362,379.2,575.3,212.2,370.9,292.2,281.5,133.9,48.6,210.9,69.4
"hcaC",278.9,263.2,406.8,789.3,190.8,521.2,506.4,407.6,127.6,84,127.9,88.6
"hcaB",221.2,274,222.6,509,213.2,334.5,306.1,294.6,89.5,34.2,126.5,72.9
"hcaD",150.4,309.9,368.6,584.4,32.9,430.8,50.1,229.8,38.9,50.5,127.9,71.3
"yphA",92.1,397.8,2344,1357.6,132.1,290.5,1229.3,840.1,49.6,56.9,487.4,239.2
"yphB",186.1,201.2,854.6,1018.4,268.1,470.4,588.1,784.8,81.8,67.8,279.8,176.6
"yphC",105.4,227.9,841.1,723.6,105,319,534.1,628.1,58.9,60.6,342.9,118.9
"yphD",170.4,124.6,475.5,441.9,229.2,395.4,403.8,803.8,49.3,62.3,240.3,77.3
"yphE",23.6,147.4,455.4,589.1,61.5,336.2,273.2,567.5,38.7,5.3,445.6,107.2
"yphF",134,280.7,2737.4,1454.4,173.7,315.2,894.4,1078,74.6,61,920.9,314.8
"yphG",158,180,1135.8,595,40.6,253.7,419.8,698,61.9,86,463.9,131.2
"yphH",210,240,413.1,367.4,122.2,207.4,156.4,234.7,73,42.8,120,124.9
"glyA",1955,4236.6,7621.9,2430.3,2231.9,3329.9,2863.7,1037.8,876.5,440.4,2172.9,502.6
"hmp",416.4,497.5,759.3,488.2,408.6,728.7,629.2,333.2,134.3,183.2,344.8,102.8
"glnB",610.4,617.7,696.9,870.8,989.4,947.6,972.1,482.8,261.3,328,384.3,155.4
"glrR",1016.9,607.5,492.2,646.2,506.4,654.7,537.5,496.2,303.8,205.2,288.8,143.5
"qseG",809.9,485.2,624.9,784.4,602.9,692,508.1,849.4,313.5,191.6,473.3,171.9
"glrK",696.4,572.3,753.6,1144,317.4,511.8,511.1,540.2,205.1,130.7,325.3,189.9
"purL",129.9,91.6,82.2,164.5,135.1,105.6,23.3,49.5,116.1,62,56,17.9
"mltF",283.9,117.5,29.6,127.6,370,162.2,178.1,128.1,69.7,22.4,24,49.8
"tadA",2533.3,622.6,377.8,669.4,2058.1,466,506.6,867.7,478.8,138.7,289.7,181.3
"pgpC",591.3,627.9,951,940.5,440.1,656.5,726.1,1149.5,165.8,153.5,527.9,278.3
"yfhH",261.6,226.1,314.6,202.6,388.7,247.1,284.3,252.5,80.2,62.1,122.7,65.6
"yfhL",3888.8,605.1,172.6,279.9,4763.4,384.9,186.6,229.4,963.1,179.3,105.1,72.6
"acpS",507.4,607.1,695.6,711.3,282.5,373.3,270.9,238.5,248.4,128,325.3,151.6
"pdxJ",738.3,627.1,1209.9,848.6,536.6,756.8,703.9,574,208.8,180.7,537.5,186.3
"recO",274.4,286.7,126.3,187.2,200,289,187.5,256.3,199.4,123.4,161.3,91.7
"era",898,157,132.5,197.9,373.5,79.4,177.6,106.9,277.3,100.4,17.5,63.5
"rnc",1426.7,535.9,240.5,712.3,1059.8,535.2,493.5,1035.7,569,295.1,295,214.6
"lepB",1899.9,1301.1,514.5,1523.5,2244,1558.6,1213.4,1764.9,506.4,432,349.2,443.5
"lepA",2017.7,1076.3,564.4,767,1230.8,760.7,698.9,860.5,621.7,363.3,283,203.1
"rseC",570.5,637.3,401.8,944.3,231,445.3,983.8,593.5,254.5,161.4,287.2,404.1
"rseB",622.2,701.9,430.1,1351.7,563.5,1170.4,850.9,2066.2,419.9,244.2,1028.4,949.7
"rseA",1307.1,5421.6,3916.3,7681.6,2439.6,7134,5106.2,15192,832,897.4,3662.6,2992.7
"rpoE",1238.7,4754.6,1949.7,4101.3,1254.8,2549.9,1978.9,4975.6,600.3,514.2,1978.8,2097.3
"nadB",285.4,360,304.8,361.8,291,509.9,190,283.8,155.3,49.7,161.6,131.5
"yfiC",902.5,805.7,273.1,410.7,844.5,681.4,285.1,345.7,459.2,139.6,224.4,134.1
"srmB",1835.1,1038.5,823.6,490.1,2175.3,658.1,739.3,769.8,627.3,306,269.1,130.9
"yfiE",224.4,320.2,314.2,404.1,174.6,316.5,247.1,311.8,63.3,79.7,84.6,91.7
"eamB",204,226.7,282.9,505.7,328.9,465,375.2,430.2,33.9,77.4,90.3,116.8
"grcA",1001.2,1026.8,14461.6,1160.6,4314.4,587.2,12918.8,486.8,249.2,2521.8,1421.2,235.4
"ung",536.6,689.3,988.3,711.9,499.9,1106.9,1068.4,780.7,154.2,245.8,465.9,268.8
"yfiF",2679,1034.9,878.9,920.2,2086.8,676.1,468.7,623.9,885.3,186.1,337.2,168
"trxC",488,762.4,774,1105.7,484.7,665,804.2,795.7,184.3,115.7,240.7,264.9
"tapT",469.3,326.2,161.2,258,481.8,488.6,136.8,200.4,225.7,86,87.7,45.4
"patZ",248.7,1205.2,2392.3,1768.9,295.8,800.5,2815.4,2846.1,186,207.5,1906.7,1197.4
"pssA",2523.6,1575.3,3080.5,1893.6,1280.8,1112.2,2677.3,2160.3,494.6,449.5,1602.2,927.2
"yfiM",328.3,261.5,181,930.3,603.4,825.3,376.8,636.3,115.7,76.5,123.2,167.5
"kgtP",3988.3,6036.5,3809.2,14467.6,4728.6,8487.4,7027.4,9328.7,2025,1951.1,2293.1,2946.6
"rrfG",1840.1,8820,8429.6,22153.5,38440.7,101642.4,102154.6,79175.2,8871.1,11397.5,11247.5,9291.5
"rrlG",838.5,4317.6,4412.3,47589.5,15102.5,21944.2,22501.2,6026.6,6559,7392.5,9149.7,8884.7
"gltW",9206.7,22351.6,19580.8,50855.3,26371.8,109517,69504.4,74337.7,5075.7,8370.4,8418,8564.1
"rrsG",881.2,1134.5,2594.4,14107.2,0.1,3955.1,0,4144.6,7357.2,7774.7,9988.2,9673.1
"clpB",376.5,704,2477.2,735.9,420.2,1359.5,479.2,1075.2,183.1,36.4,439.5,215.6
"yfiH",382.7,194.7,207.3,448,364.1,199.4,298.2,570.4,169.7,74.6,206.6,181.1
"rluD",1679.4,708.7,1807.9,1740,1465.4,1218.7,1828.7,4180.8,587.2,381.2,1269.2,765.1
"bamD",NA,NA,NA,NA,NA,NA,NA,NA,742,588.1,1152.4,775.1
"raiA",1405.3,12832.3,20543.9,39314.3,1411.2,18735,35800.6,16970,587.3,1464.2,7989.7,6939
"pheL",105.2,92.5,63.9,165,96.3,93.3,59,26.4,29.4,26.5,128.7,121.1
"pheA",600.5,270.9,690.9,612.4,426.2,482.4,669.7,444.3,270,129.1,496.3,179.8
"tyrA",490.9,415.3,421.2,446.4,307.6,347.6,388.5,469.7,140.9,104.2,227.3,111.2
"aroF",790.3,362.2,458.4,383.2,517.4,388.2,460,365.3,230.3,124.5,269.7,143.7
"yfiL",130.7,211.7,514.2,488.7,70.7,167.5,456.2,326.9,23.3,35.2,302,189
"yfiR",NA,NA,NA,NA,NA,NA,NA,NA,102.7,119.8,163.6,171
"dgcN",261.6,216,255.1,293.6,212,357.2,169.3,270.6,122.7,77.9,176.5,90.1
"yfiB",240.3,255.8,194.8,37.6,173.8,177.3,115.7,48.1,64.2,43.2,107.3,10.9
"rplS",10144.1,4321.1,1514.1,2301,9993.3,2331.1,1353.7,2939.7,2733.1,2837.8,1068.5,1332.9
"trmD",13247.1,9035.2,2229.9,4499.3,14809.4,3725.6,3064.1,6173.2,4383.7,4600.8,1931.9,2087.1
"rimM",15012.8,12652,2847.9,4084.4,21775.4,4543.8,5129.4,11108.2,5192.4,5995.8,2612.6,1894.1
"rpsP",10398.7,5609.1,1243.1,1628.2,14904.9,3021.1,3616.2,6809.9,3056,3868.6,1159.8,1146.5
"ffh",2435,1584.5,1111.7,965.2,2557.6,1572.9,745.3,1216.5,1017.4,500.4,481.3,273.4
"ypjD",NA,NA,NA,NA,NA,NA,NA,NA,282,97.4,280.4,214.6
"grpE",2728.2,3568.3,4149.3,1630,6102.5,7073.3,3104.6,2312.7,1417.9,691.6,1247.8,809
"nadK",192.2,307.7,454.6,408.6,250.1,429.3,373.1,426,161.1,76.5,271.7,166
"recN",284.7,426.3,489.3,461.7,141,312.4,367,234.1,53,68.3,183.7,93.5
"bamE",2991.5,2848,1294.5,2570.1,1418.3,1075.9,752.4,764.9,417.1,307.1,590.3,683.8
"yfjF",NA,NA,NA,NA,NA,NA,NA,NA,497.2,505.4,179.9,156.4
"ratA",NA,NA,NA,NA,NA,NA,NA,NA,796.2,465.2,537.3,275.1
"smpB",2057.1,1370.6,822.5,1089.6,2192.1,1035.8,1221.5,1089.5,895.3,473.1,756.6,448.6
"ssrA",18486.6,24463.5,21959.3,61522,55225.3,93176.9,81809.6,65298.8,8110.6,10134.1,11668.7,11202.3
"intA",251.4,515,959.2,460.9,231.4,615.6,1078.6,676.6,88.5,95.6,513.1,376.1
"yfjH",97.4,67.1,68.7,53.3,82,69.6,42,4.9,33.6,11.7,27.5,28.8
"alpA",22.6,91.5,21.6,32.8,19,29,9.9,9.6,6.3,4.6,9.9,8.2
"yfjI",6.7,45.3,22.1,12.8,15.3,51.8,5.5,1,9.8,1,3.9,3.8
"yfjJ",67.4,39.6,68.8,11,3.5,50.5,49.7,15.1,3.5,2.2,4.1,25.5
"abpB",124.5,117.5,123.6,172.1,89,106.4,110.7,89.2,30.8,22.1,71.3,81.8
"abpA",77.9,111.8,243,23.6,36.7,40.6,240.8,58.9,47.7,50.7,158.2,10.9
"yfjM",118.5,92,55.6,75.9,97.6,154.1,11.4,63.5,20,10.5,5.6,4
"rnlA",3379.1,1512.1,1252.2,1831.6,3190.1,1044.4,746.4,1457.7,1364.1,349.7,1006.5,1017.8
"rnlB",1465.6,366.3,363,546.2,1224.6,648.9,515,497.2,504.4,112.5,338.5,361.7
"yfjP",99.2,142.3,152.3,157.7,84.5,195.8,183.6,250.1,32,40.2,106.2,64.6
"yfjQ",173.6,219.2,266.7,411.5,179,394.3,160.2,367.2,82.4,39.8,123.9,69.4
"yfjR",74.6,82.9,16.7,45,17.4,102.7,15.3,25.5,9.4,18.4,11.3,11.5
"yfjS",NA,NA,NA,NA,NA,NA,NA,NA,78.8,7,104.5,56.5
"yfjT",9.1,77.2,44.6,66.6,106.3,170.3,16.1,25.6,2.4,6.2,6.5,16
"yfjU",NA,NA,NA,NA,NA,NA,NA,NA,48.1,23.6,446,259.7
"yfjV",NA,NA,NA,NA,NA,NA,NA,NA,21.5,11.7,27,30.7
"yfjW",71.9,55.8,142.6,107.3,54.6,97.8,45.8,13.5,36.2,17.4,109.9,54.2
"yfjX",212.4,209.5,186.8,321.2,277.6,398.2,176,237.3,48,47.7,97.8,57
"yfjY",187.5,159.1,107.8,156.9,208.5,306.3,81.4,149.5,51.2,11.7,45.5,41.3
"yfjZ",164.8,136.7,127.1,105.6,155.6,164.7,11,84.6,17.9,3.6,45.1,41.8
"ypjF",162.7,10.8,38.2,10.8,80.2,21.8,21.8,64.5,3.4,4.1,7.4,1.3
"ypjA",12.3,110.4,128.3,238.6,173.9,249.8,239,237.2,120.8,77.5,234.7,207.2
"pinH",NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.9,7.7,2.6
"ypjB",NA,NA,NA,NA,NA,NA,NA,NA,29.7,1.5,5.3,3.1
"ypjC",NA,NA,NA,NA,NA,NA,NA,NA,29.3,17.6,8.5,9.5
"ileY",536.4,297,277.4,692.3,902.8,1637.1,1274.8,1134.3,87.6,125.2,212.3,325.1
"glaH",NA,NA,NA,NA,NA,NA,NA,NA,25.3,27.8,720.3,298.5
"lhgD",220.2,705.1,4638.3,1949.6,51.9,1590.3,2795.5,2344.9,93.7,98,1338.2,399
