"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"yjcH",4.6573,4.3553,3.5196,4.1886,4.3717,4.055,4.9041,4.1193,4.7019,4.7985
"dksA",6.6999,6.8161,6.927,6.9768,6.9334,7.2683,6.7049,6.8776,6.6587,6.6999
"sapF",2.3973,2.4928,2.5152,2.3274,2.6028,2.5769,2.828,2.5504,2.7212,2.7212
"yjgA",3.3782,3.0118,3.9559,3.5985,3.5186,3.3503,3.5247,3.4268,3.1955,3.542
"yciA",3.3857,3.4152,3.1093,3.3026,3.5066,3.573,3.5343,3.5004,3.2872,3.533
"sra",5.1559,5.3355,5.0968,5.3822,5.1999,5.3734,5.137,5.3048,4.8013,5.181
"radD",2.379,2.7875,2.4248,2.3587,2.2918,2.7586,2.3274,2.3832,2.177,2.2461
"aat",2.4956,2.6292,2.7836,2.2739,2.5705,2.8363,2.5574,2.8879,2.6111,2.4661
"thyA",4.3851,4.9269,4.9397,4.4349,4.4268,4.9251,4.3553,4.7355,4.2813,4.4071
"tolR",4.2452,4.2387,4.244,4.0991,4.2526,4.2118,4.4268,4.3047,4.4691,4.3208
"codA",0.4084,0.5351,0.431,0.4355,0.3688,0.4403,0.3316,0.4176,0.4101,0.3514
"dcrB",5.743,5.851,5.8804,5.7007,5.6897,5.9125,5.6025,5.6048,5.5748,5.6771
"ybfP",0.3921,0.4016,0.4117,0.3514,0.3638,0.4091,0.3713,0.4715,0.3881,0.4005
"yphD",0.8807,1.0562,0.6896,0.6196,0.7435,0.9349,0.667,0.6991,0.7663,0.7299
"prfA",4.0492,4.1411,4.0667,3.6952,4.0814,3.8989,4.021,4.3222,4.0641,4.2266
"ddpC",0.8124,1.3126,0.7295,0.644,0.6763,1.0996,0.7431,0.6966,0.7119,0.9297
"lon",5.6333,6.0047,5.9389,5.9064,5.7494,6.0151,5.3822,5.9332,5.5006,5.4885
"exbD",5.1357,5.279,5.3371,4.7441,4.783,5.3806,5.1436,5.23,5.1824,5.3701
"ftsI",4.4753,4.4546,4.023,4.3418,4.3522,3.8954,4.5182,4.2508,4.5768,4.4538
"rspA",4.6248,4.4087,5.5772,5.6333,5.0083,4.0125,4.3615,4.3376,4.3167,4.4618
"pyrE",1.5727,1.7369,2.051,1.7909,1.498,1.7068,1.5025,1.7121,1.4202,1.459
"dhaR",1.5073,1.5509,1.6129,1.5899,1.5174,1.7391,1.4887,1.6049,1.3685,1.4958
"frdA",5.0788,5.1576,4.5868,5.2355,5.0589,5.0145,5.1691,5.1323,5.3068,5.2722
"caiF",1.9289,2.2214,2.0018,2.5674,2.2909,2.962,2.2748,2.7102,2.1229,2.4532
"mbiA",0.3239,0.2495,0.2816,0.3092,0.3687,0.2672,0.346,0.3066,0.4605,0.3054
"rlmC",0.6619,0.7272,0.6162,0.6633,0.5046,0.709,0.5279,0.6973,0.5359,0.5644
"ymgC",0.3597,0.3672,0.541,0.4909,0.4272,0.355,0.3519,0.3542,0.2877,0.3581
"yraR",0.5819,0.6861,0.644,0.6082,0.5259,0.6993,0.4824,0.5935,0.4798,0.5451
"rpiA",4.7889,5.0158,4.9693,5.2095,4.9041,5.4552,4.9135,5.1635,4.8344,5.0339
"cbtA",0.3963,0.3796,0.4225,0.4867,0.4517,0.463,0.4933,0.4084,0.6593,0.4097
"rlmN",3.7711,3.7223,4.1918,3.9227,3.8989,3.8755,3.6301,3.8695,3.8493,3.664
"glnE",3.7223,3.8568,3.8865,3.989,3.7171,4.056,3.7551,3.9361,3.8735,3.6529
"yfiM",2.051,1.8647,1.7316,1.7157,1.9121,1.8613,2.038,1.8513,2.429,1.8722
"gatY",2.306,2.457,2.52,2.4223,2.4065,2.6843,2.4021,2.6104,2.4133,2.3986
"fis",5.1384,4.8563,5.279,5.1758,5.3151,5.0273,5.2146,4.903,5.1961,5.1269
"ytfJ",5.5791,5.1257,4.4387,5.6217,5.806,4.9789,6.0968,5.0829,5.8771,6.1204
"gcvB",6.0111,6.1337,3.1521,5.3442,5.5376,5.9646,5.3661,5.8396,5.4933,5.5575
"mazG",4.4205,4.5022,4.3307,4.4712,4.3865,4.598,4.4301,4.4592,4.465,4.5845
"norV",0.3948,0.2787,0.3832,0.3649,0.3836,0.2624,0.4441,0.2965,0.5269,0.3887
"cobC",3.3999,3.4207,3.3453,2.9021,3.2872,3.6784,3.3814,3.5372,3.3596,3.4439
"katG",7.0713,7.1233,7.1882,7.6009,7.099,7.2145,7.1285,7.2912,7.0651,7.0785
"lipA",5.8771,5.8149,5.6163,5.568,5.7453,5.8683,5.8683,5.9214,5.7704,5.8109
"asr",6.927,6.6948,6.7672,6.9094,6.9182,6.7775,7.0438,6.8835,6.9879,7.0003
"yeaE",3.7291,4.0905,3.9259,3.9459,3.8534,4.2278,3.7235,4.137,3.5861,3.8544
"mlaD",5.0354,5.3548,5.4488,5.0589,5.0171,5.3371,4.8493,5.2658,4.7525,4.8734
"cueO",0.7539,1.0356,0.619,0.7099,0.6362,0.7703,0.8939,0.621,0.6159,1.3731
"dnaE",0.6133,0.6811,0.5701,0.5813,0.4966,0.7299,0.5788,0.5237,0.5181,0.7088
"cbl",1.5233,1.7721,1.7459,1.7486,1.8787,2.1889,1.608,1.9753,1.6156,1.6998
"yeiR",2.6748,2.6783,2.9219,2.5281,2.5184,2.846,2.5388,2.8728,2.6015,2.5958
"yiiS",4.8283,5.3012,5.1617,5.6607,5.0874,5.4908,4.8186,5.2069,4.7137,4.9435
"sucD",7.859,7.9559,8.0937,7.8729,7.9559,8.0937,8.0546,8.0546,7.9559,8.0546
"rbsR",3.5074,3.8683,3.5233,3.7135,3.3987,3.7404,3.4311,3.6678,3.5275,3.6082
"tynA",0.3353,0.357,0.2965,0.4223,0.3667,0.3646,0.344,0.3805,0.3638,0.4093
"rsmG",3.2544,3.5045,3.8635,3.4337,3.2849,3.7278,2.9731,3.437,2.8229,3.0885
"yicR",2.6154,2.5905,2.7579,2.7032,2.5289,2.7417,2.3922,2.8035,2.3513,2.5317
"gcl",0.4941,0.4299,0.3927,0.4188,0.5019,0.432,0.4452,0.3992,0.4552,0.4969
"infB",6.0255,6.0733,6.4482,5.857,5.9464,6.1373,5.8468,6.1092,5.9646,5.8893
"ilvN",3.9122,4.1648,3.5372,4.0782,4.0652,3.9995,4.0458,3.9995,3.9087,4.1513
"dut",4.8997,5.1691,5.1503,4.861,4.9302,5.1617,4.9251,5.0652,4.7193,4.7478
"nlpE",3.9133,4.2355,4.1666,3.7561,3.8392,4.0746,3.8292,4.2104,3.7278,3.7826
"ilvC",0.3226,0.3848,0.379,0.3641,0.3184,0.2984,0.3343,0.3617,0.3632,0.3174
"minD",5.9001,5.5856,5.7186,5.8176,6.1027,5.4187,6.0454,5.9389,5.9623,6.0701
"ldtB",4.6759,4.618,4.6721,4.3094,4.5212,4.4832,4.2266,4.4362,4.2508,4.2526
"yffN",0.4329,0.5481,0.5268,0.4941,0.4847,0.5955,0.5068,0.5314,0.4015,0.4974
"yegH",2.2415,2.0942,1.9392,1.8622,2.2425,1.8682,2.4826,2.3625,2.574,2.5327
"cpxR",6.1638,5.9908,6.0454,6.0357,6.18,6.1285,6.0285,6.1985,5.9464,5.9183
"sxy",3.5112,3.5112,3.3608,3.5247,3.4484,3.5162,3.565,3.6158,3.5712,3.5545
"truA",3.5522,3.5216,3.0574,2.992,3.4046,2.938,3.8695,3.2793,3.8911,3.7852
"trpA",3.6093,3.9696,3.8831,3.9769,3.8865,4.0466,3.9769,3.8705,3.8105,3.9274
"nagK",4.5273,4.4205,4.5642,4.5343,4.6091,4.3537,4.7996,4.629,4.8283,4.8706
"suhB",2.2354,2.1746,3.2124,2.5905,2.1584,2.3399,1.9763,2.1069,1.8369,1.8249
"yhfK",2.962,3.3633,3.4337,2.9592,2.9028,3.5833,2.7462,3.3382,2.8529,2.9901
"yagG",0.3662,0.4594,0.3864,0.4167,0.3622,0.3608,0.3247,0.4536,0.3425,0.325
"hemX",5.08,5.1269,5.1887,4.9086,4.9744,5.2052,5.011,5.129,5.08,5.1049
"yhgH",2.8371,2.7745,2.5561,2.6876,2.5615,2.5132,2.7111,2.6622,2.7127,2.593
"elyC",1.088,0.8696,1.2064,0.9263,1.1859,0.8168,0.8675,1.1206,0.7597,0.7584
"rcdB",2.499,2.272,2.4826,2.2682,2.3979,2.227,2.4871,2.5958,2.3633,2.3434
"waaO",0.454,0.3513,0.3534,0.3792,0.3689,0.4286,0.3601,0.3722,0.3499,0.3793
"appC",1.4833,1.619,1.6495,1.5065,1.5488,1.8493,1.4377,1.8195,1.5385,1.5078
"yigZ",3.6158,3.8174,3.7916,3.2307,3.2922,3.7034,3.51,3.5818,3.6253,3.5216
"tauB",0.9658,1.1453,0.9924,0.9199,0.8879,1.3029,0.9369,0.9809,0.812,0.8773
"nfeR",1.6721,1.4418,2.0419,1.4818,1.4668,1.4697,1.5712,1.6998,1.4412,1.5018
"acrA",5.0096,4.4224,4.5461,4.3995,4.6656,4.2716,5.1887,4.3027,5.0815,5.0261
"tamB",2.3023,2.5657,2.3887,2.2354,2.3173,2.6667,2.3405,2.5281,2.3733,2.2394
"ydgA",3.9957,3.7839,3.9644,3.6794,3.9304,3.696,4.1,3.8568,4.201,4.3146
"rpmF",5.3419,4.5167,4.7478,4.6938,5.3419,4.6091,5.8622,4.7985,5.8622,5.5946
"uidC",1.32,1.4697,1.2543,1.2075,1.2484,1.4515,1.3842,1.4098,1.2596,1.6002
"kbaY",1.2401,1.3231,1.2682,1.2395,1.0437,1.5261,1.1202,1.3542,1.1442,1.1946
"fadI",5.9857,5.8031,4.982,6.0658,6.2823,5.7788,6.3925,6.0756,6.4409,6.417
"accB",6.4211,6.8625,6.6479,6.4587,6.4801,6.9879,6.5504,6.7672,6.5504,6.5782
"rplE",7.8497,7.9716,7.8729,7.7392,7.7831,8.0089,7.859,7.7634,7.83,7.8916
"ompX",6.4025,6.2924,6.3395,5.6633,6.2977,5.9214,6.3307,6.0325,6.1916,6.0584
"serB",3.7905,3.6167,4.0631,3.681,3.6529,3.628,3.9037,3.8444,3.87,3.8433
"ttdB",0.7253,0.6711,0.683,0.605,0.6273,0.6504,0.8141,0.5769,0.8316,0.7685
"yjhR",0.5961,0.5525,0.4553,0.4499,0.4374,0.6111,0.4536,0.4779,0.4573,0.5038
"appB",1.4795,1.3826,1.4722,1.3437,1.6049,1.0957,1.8032,1.6917,1.8138,1.6763
"pyrL",2.2815,1.2823,2.1464,2.3863,2.7174,1.5217,3.0574,1.6727,2.3994,2.5466
"dpiB",1.9677,1.8866,1.5691,1.5316,1.7994,1.7515,1.811,1.8654,1.8321,1.9126
"sodC",2.8971,3.0094,2.7134,2.8291,2.797,3.1435,2.9491,3.0013,2.8675,2.9652
"tdcD",4.2516,3.9855,2.9075,3.7372,3.77,4.0025,3.9823,3.7639,4.0434,3.9676
"alkB",2.3194,2.7038,1.9033,2.2579,2.2862,2.7679,2.4716,2.4523,2.4485,2.4871
"efp",5.3734,5.0518,5.1785,5.3564,5.5006,5.137,5.3098,5.2926,5.3442,5.3171
"ushA",3.8105,4.2575,4.4787,4.4506,3.9329,4.3928,3.7188,4.3001,3.7021,3.8344
"cmtB",0.564,0.4936,0.6324,0.6622,0.6278,0.5163,0.593,0.6335,0.4671,0.6575
"pdeD",0.8983,0.978,0.7717,0.7756,0.8753,0.7485,0.9581,0.9598,1.0996,0.7183
"paaA",0.3844,0.4216,0.384,0.4048,0.3677,0.4949,0.3507,0.4059,0.3395,0.4223
"lsrF",0.4964,0.5086,0.5383,0.4621,0.4538,0.5129,0.4331,0.5079,0.4157,0.5203
"ttdR",0.9814,1.0708,1.32,1.1488,1.2003,1.4123,1.0008,1.2904,1.1093,0.8869
"argH",1.811,1.7564,4.2428,2.1874,1.8082,1.7113,1.626,1.8214,1.8006,1.9763
"flhA",1.6745,1.8268,1.5611,1.4875,1.6094,2.1113,1.7875,1.9141,1.5908,1.6924
"rpmH",5.6678,5.3857,5.6498,5.6295,5.8215,5.3926,5.7043,5.5551,5.5656,5.7163
"kdgK",3.1326,2.6942,2.8071,3.1342,3.218,2.458,3.5299,3.0388,3.5322,3.309
"rimM",6.4959,6.6019,6.7049,6.4838,6.669,6.3974,6.4211,6.5865,6.4801,6.6057
"cusA",1.1414,1.0196,1.1048,1.084,0.9744,1.0496,1.0137,1.1093,1.0567,1.0811
"ydfZ",3.0743,3.3568,2.8248,3.0428,3.5393,3.7995,3.9631,3.7936,3.7925,3.9459
"ldtE",2.1042,2.1229,2.1874,2.2246,2.2051,2.3146,2.3603,2.3633,2.1336,2.306
"fliR",0.7604,0.6827,0.5508,0.6452,0.6778,0.5649,0.7949,0.7299,0.8991,0.5999
"dgoK",1.8572,1.9046,1.7927,1.858,1.8906,1.8654,2.0344,1.9837,2.1259,2.109
"frlB",0.5917,0.5538,0.4432,0.4832,0.5135,0.5959,0.43,0.4853,0.4558,0.5731
"pdxK",3.1855,3.4064,3.5808,3.2124,3.1036,3.674,3.328,3.4841,3.2576,3.5074
"msrB",6.7916,6.5746,6.4676,6.6906,6.7338,6.5061,6.7916,6.5746,6.7286,6.8115
"tag",2.9203,3.2699,3.1779,3.071,2.877,3.3453,2.7032,3.0901,2.54,2.7602
"intG",0.4487,0.4449,0.4646,0.4515,0.4405,0.5147,0.4795,0.5255,0.4281,0.4643
"yebE",6.4133,6.5244,5.6703,5.8943,6.1985,5.8378,5.806,5.9584,5.7476,5.7007
"glcC",5.0605,5.1225,4.6234,4.9967,5.1049,5.1257,5.1521,5.1999,4.7544,5.1658
"trmA",3.1082,3.019,3.4925,2.9731,2.9809,3.3335,3.1666,3.1614,2.865,3.0792
"zapD",4.445,4.562,4.88,4.5333,4.391,4.5747,4.2954,4.7193,4.137,4.2317
"potE",1.6283,1.651,1.349,1.463,1.5691,1.5073,1.4393,1.5826,1.4399,1.4306
"yceK",2.1958,2.2303,2.2652,2.3315,2.378,2.3854,2.3587,2.4114,2.458,2.3357
"ugpQ",3.3677,3.465,2.932,3.1504,3.2475,3.6952,3.4337,3.1134,3.4439,3.4024
"setA",0.3919,0.4267,0.4631,0.3817,0.3774,0.4221,0.3518,0.4179,0.3438,0.4329
"basS",2.6485,2.7752,3.8815,2.8101,2.5639,2.9141,2.5914,2.8164,2.657,2.7619
"dgcM",1.8795,1.8339,1.6784,1.7689,1.8742,2.1709,1.7501,2.044,1.7976,1.6254
"secD",5.4956,5.6607,5.7128,5.2568,5.3926,5.5084,5.4552,5.6538,5.4511,5.4661
"tsuA",0.5096,0.7203,0.5578,0.6402,0.5537,0.6209,0.5106,0.5193,0.4561,0.5992
"gspO",0.8297,0.7243,0.9008,0.8757,0.8448,0.5815,1.0468,0.8382,1.0957,0.8875
"yceQ",1.1632,1.007,1.0562,1.3323,1.357,0.8782,1.3371,0.9537,1.6917,1.1922
"ahpC",7.0785,7.1731,7.5277,7.3558,7.0785,7.1412,7.099,7.1731,6.9953,7.099
"mreB",5.2222,5.1177,5.5006,5.0083,5.0618,5.0083,5.2032,5.1576,5.2069,5.1928
"yjjI",1.8321,2.1379,2.0595,2.353,1.9534,2.619,2.1308,2.4899,2.2566,2.3647
"atpC",5.9623,5.9793,6.2084,5.8378,5.8378,5.9708,5.7609,5.8864,5.7209,5.8341
"yjfY",0.889,0.7281,0.8835,0.7821,0.9172,0.7812,0.8002,0.8609,0.7685,0.8083
"tauC",0.7033,0.6615,0.8115,0.6539,0.7293,0.6901,0.6663,0.7388,0.6932,0.6124
"ompF",4.1781,4.5319,5.3507,5.1887,4.2954,4.515,4.2741,4.5196,4.169,4.6248
"pyrI",1.7261,1.4123,1.6908,1.4482,1.6444,1.244,1.7059,1.3857,1.8742,1.7601
"ppnP",4.9315,4.5116,4.5998,4.8283,5.0849,4.4337,4.9667,4.5022,4.7941,4.976
"ynbD",0.946,0.9047,0.8701,0.991,1.0251,1.0089,1.0897,1.0977,1.2052,1.1032
"tolC",6.1175,6.211,6.6105,5.9857,6.0285,6.2858,6.0584,6.2336,5.8378,5.983
"proX",3.2892,3.3335,3.6989,2.4956,2.6783,3.3324,3.2642,3.0949,3.1979,3.2662
"tyrS",6.0133,6.0701,6.3774,6.0285,6.0997,6.2924,6.0484,6.3439,6.0606,6.0658
"hprR",2.9631,2.9212,2.9267,3.0005,3.0518,2.754,2.9398,2.8614,2.6869,3.0303
"panB",0.4624,0.5255,0.544,0.5021,0.4663,0.551,0.4257,0.4982,0.4134,0.389
"rsd",5.4661,5.5006,5.2465,5.682,5.5045,5.4885,5.6254,5.5006,5.5462,5.6518
"fecR",0.8885,1.1424,0.9664,0.8704,0.7772,1.2727,0.6741,0.873,0.5948,0.877
"pykA",5.9486,6.1985,5.8893,6.2529,6.1497,6.4801,5.9793,6.2885,6.1546,6.0904
"pabC",3.2514,3.2335,3.3167,3.2285,3.2673,3.069,3.1652,3.4104,3.0674,3.1065
"rdlC",0.7392,0.3276,0.2587,0.2852,0.6164,0.2231,0.7435,0.3176,0.6891,0.7331
"mrcA",2.657,2.5466,3.07,2.3603,2.5143,2.8791,2.7296,2.6134,2.6513,2.797
"mutS",0.5417,0.5294,0.5444,0.4814,0.5124,0.4919,0.5932,0.5682,0.5064,0.6176
"alaS",5.8913,6.0357,6.1175,5.9973,5.9214,6.1916,5.9262,6.1497,5.9064,5.9646
"entS",0.3658,0.3701,0.4199,0.3643,0.4068,0.3122,0.3764,0.3865,0.4886,0.3105
"yhdH",4.662,4.3628,4.39,5.2052,4.7742,4.7492,4.7859,4.756,4.7683,4.8204
"ytfK",5.2868,5.2568,4.2355,4.756,5.07,5.4392,5.3171,5.1244,5.4187,5.2114
"ilvM",4.4618,4.2984,5.7007,3.8623,4.3339,4.346,4.7634,4.2566,4.6643,4.7889
"mepH",3.9782,4.0151,3.8335,4.1411,3.983,4.0905,4.0814,4.0072,3.8781,4.1805
"purN",2.6649,2.5487,2.7752,2.5947,2.6477,2.4928,2.6942,2.6739,2.6713,2.6642
"flgH",0.6113,0.4849,0.6075,0.5748,0.6509,0.5038,0.7346,0.6362,0.8127,0.6224
"ydhR",4.2333,4.5868,4.5262,4.7418,4.4832,4.8635,4.2174,4.6475,3.7074,4.1901
"potD",4.9107,4.8013,5.5462,5.1049,4.9549,5.0477,5.0714,5.0922,4.8779,5.07
"dapB",3.223,2.9602,3.0271,3.0894,3.3874,2.8634,3.432,2.9123,3.3537,3.5024
"yphG",0.9121,1.0914,1.0936,1.0483,0.9624,1.1853,0.9279,1.1949,0.963,0.8967
"npr",4.0528,4.2256,4.1383,3.6971,3.8544,4.5196,3.7199,4.2317,3.6913,3.6367
"gspA",1.2763,1.3983,1.209,1.4059,1.3029,1.4239,1.3591,1.4621,1.2202,1.1705
"potB",2.6182,2.8291,3.5842,2.7331,2.7025,3.0201,2.4679,2.9722,2.3902,2.5674
"ybjT",1.4787,1.595,1.2704,1.5642,1.4995,1.7141,1.5589,1.4155,1.608,1.6232
"gstA",5.4583,5.5323,5.3068,5.7309,5.5403,5.4511,5.5149,5.7019,5.5063,5.6254
"yqhD",4.2492,4.3351,4.3277,4.2575,4.0406,4.4063,3.9654,4.3943,4.0179,3.9586
"glmY",8.3564,8.2713,7.7634,8.2713,8.3564,8.1675,8.3564,8.2713,8.3564,8.3564
"hofP",1.8072,1.9263,1.7239,1.7331,1.4465,2.0837,1.6102,2.0077,1.5869,1.6965
"mfd",3.1567,3.3382,2.8124,2.915,2.9876,3.4758,3.2717,3.3255,3.3553,3.2594
"yghS",0.8679,1.1376,1.0806,0.9704,0.9357,1.0021,0.9061,0.9532,0.8195,1.0048
"ydiK",2.5762,2.463,2.6933,2.3961,2.5427,2.5357,2.7523,2.5845,2.898,2.7472
"mdtE",0.6409,0.7424,0.5585,0.6097,0.5471,0.5517,0.6624,0.6059,0.6062,0.7122
"ybjM",1.4818,1.2904,1.1993,1.5114,1.5373,1.5675,1.2955,1.5086,1.312,1.2083
"yigA",4.142,4.1202,4.3292,4.142,4.0202,4.0715,3.9076,4.4282,4.1874,4.0072
"flgC",0.7346,0.8309,0.8671,0.7347,0.7206,0.9574,0.6385,0.8818,0.7398,0.6196
"ilvY",2.8044,3.5639,3.5903,3.3324,2.7619,3.6042,2.4197,3.3167,2.4785,2.5263
"yafP",0.5489,0.7219,0.5831,0.7407,0.6495,0.7162,0.6035,0.5761,0.7427,0.6874
"ulaC",1.463,1.7261,1.6682,1.7821,1.5336,1.7949,1.3323,1.608,1.3727,1.4468
"ydeN",5.5006,5.1198,5.0245,5.5723,5.3507,4.976,5.857,5.2133,5.6025,5.7586
"yjdJ",3.0655,3.3231,3.5403,3.5952,3.127,3.7711,2.934,3.4074,2.5414,3.0172
"yhiM",0.4617,0.5596,0.5324,0.4804,0.4476,0.4281,0.3992,0.4527,0.421,0.3568
"rfe",3.8805,3.9459,4.0016,3.9279,3.8798,3.8313,3.9057,4.019,3.8504,3.8444
"carB",0.7481,0.7173,0.8573,0.6369,0.6666,0.8708,0.6404,0.7533,0.5992,0.8585
"ivy",4.9342,5.1559,5.3926,5.2164,4.9873,5.2805,4.8964,5.116,4.7225,4.9598
"rutA",0.7427,0.8603,0.7623,0.7388,0.825,0.8585,0.8482,0.8204,0.9102,0.8818
"ygbL",4.4691,4.4712,4.5103,4.4192,4.4778,4.7398,4.6102,4.8596,4.6041,4.6169
"metQ",5.3171,5.29,6.3346,5.3371,5.2095,5.2658,5.2969,5.2568,5.2525,5.4126
"yeeW",1.5304,1.5908,1.4306,1.6042,1.7121,2.0344,2.1065,1.6799,1.9384,1.9409
"zntB",3.3268,3.3743,3.0765,3.2091,3.3178,3.2065,3.3987,3.3677,3.4177,3.3642
"ridA",6.821,6.5865,6.5913,6.8115,6.6747,6.4277,6.7775,6.7186,6.7338,6.8401
"ubiX",3.158,3.5074,3.4628,3.2879,3.2828,3.2261,3.4882,3.4532,3.3975,3.305
"gadC",1.3005,1.32,1.3156,1.5661,1.3057,1.3517,1.349,1.3685,1.3084,1.5611
"gspH",0.7196,0.8039,0.908,0.7923,0.797,0.7496,0.6718,0.8375,0.883,0.6753
"lyxK",0.4082,0.3529,0.3843,0.4,0.4466,0.3911,0.4085,0.4547,0.4703,0.3679
"rrrQ",0.7995,0.7906,0.8915,0.6741,0.7285,0.9002,0.7489,0.7002,0.7169,0.7141
"accD",4.8635,4.9229,4.9269,4.7812,5.0292,5.3012,5.148,4.8514,5.0666,5.1198
"yhaJ",3.1701,3.1742,2.7287,3.1004,3.2425,2.9552,3.2685,3.1409,3.223,3.3098
"yebO",4.6807,5.0339,4.765,4.1525,4.3772,4.8671,4.0574,4.4224,3.9045,4.2278
"hyaB",0.592,0.5896,0.7584,0.6696,0.6285,0.5543,0.5652,0.6535,0.7407,0.6008
"yphA",0.8835,0.8833,0.8958,1.1184,1.0021,0.7685,0.9895,1.0413,1.0922,1.0256
"yggR",1.7088,2.1171,1.6952,1.8089,1.5018,2.3454,1.5099,2.0535,1.3853,1.7432
"yjjY",1.4604,1.4668,1.3047,1.5806,1.7031,1.0478,2.2214,1.2519,2.1663,1.9898
"fadK",0.4527,0.4172,0.4776,0.4692,0.397,0.448,0.4925,0.4096,0.4033,0.4416
"eco",5.311,5.0203,5.3034,5.3419,5.3548,5.0444,5.5535,5.1384,5.4338,5.3591
"waaC",3.4286,3.2405,3.3098,3.1779,3.202,3.2425,3.5773,3.309,3.4311,3.643
"yhfL",1.554,1.4882,1.2554,1.0811,1.3675,1.399,1.3662,1.4548,1.3323,1.2752
"metK",4.4677,4.2553,5.7836,3.5173,3.7188,4.1097,4.201,4.0617,4.3642,4.1752
"yieE",4.1513,4.391,4.6148,4.7506,3.96,4.3602,3.9985,4.3983,3.8392,4.0466
"sodB",7.4143,7.4405,7.1976,7.5004,7.5277,7.5411,7.5105,7.5708,7.5105,7.4798
"gyrA",0.7365,0.583,0.9402,0.7742,0.858,0.6533,0.8915,0.7739,0.8987,0.992
"uspB",1.5561,1.7425,1.754,1.6958,1.7615,1.5227,1.5981,1.8463,1.7141,1.5073
"atoD",1.4084,1.3523,1.1798,1.3451,1.6342,2.1367,1.595,1.8369,1.6924,1.5834
"lsrK",0.5399,0.6888,0.5396,0.5476,0.551,0.5999,0.4776,0.5144,0.4505,0.8782
"ydjZ",1.0694,0.8509,1.0429,1.1959,1.0782,0.8375,1.2028,1.0391,1.3542,1.226
"bisC",2.9037,3.1334,3.1828,3.1182,2.8738,3.4463,2.7401,3.2203,2.9416,2.8486
"lafU",0.8879,0.8918,0.8316,0.8918,0.702,1.069,0.7539,0.8349,0.8004,0.7478
"umpH",4.2941,4.6234,4.2801,4.5076,4.4677,4.8283,4.3537,4.6157,4.2588,4.4691
"ycjX",3.5173,3.8671,3.2211,3.2651,3.5557,3.9251,3.4185,3.8989,3.5154,3.4774
"cysI",1.5625,1.3099,1.2801,1.454,2.0633,1.651,1.8821,1.78,1.9668,1.9936
"yqeF",5.2805,5.5376,5.5506,5.6374,5.5084,5.7639,5.3527,5.7186,5.5447,5.4251
"sad",2.0293,2.0322,2.4077,2.2346,1.9711,2.0766,1.9275,2.0481,2.0812,1.9375
"ydiY",1.4072,1.2593,1.9157,1.8032,1.4755,1.1776,1.1079,1.187,1.1751,1.1372
"gspF",0.6095,0.648,0.7712,0.6075,0.6746,0.775,0.6568,0.618,0.8394,0.5851
"yhgF",3.7259,3.6239,4.1781,3.4225,3.6114,3.5512,3.6835,3.8635,3.6573,3.437
"ispF",4.2174,4.4192,4.5471,4.2954,4.1149,4.7004,4.0318,4.515,3.7891,4.0406
"umpG",3.8735,3.9259,3.731,3.9547,3.8891,3.7839,3.9293,3.9707,4.0381,4.1941
"tamA",3.2805,3.6344,3.4064,3.3553,3.1196,3.824,3.307,3.3956,3.2285,3.3475
"rhaS",0.8653,0.3956,0.5912,0.8086,1.1114,0.4397,1.2523,0.7054,1.0407,1.0094
"ydiE",3.2584,2.992,3.0664,2.7008,2.8634,3.0743,2.841,2.7905,2.6359,2.7698
"btuC",3.4484,3.5512,3.5924,3.5087,3.5996,3.639,3.3418,3.798,3.3098,3.2772
"alaC",0.3839,0.448,0.3791,0.4435,0.4445,0.4855,0.4769,0.4701,0.4027,0.4483
"yjbG",1.0382,1.0299,0.735,0.9328,0.8083,1.1322,0.8147,0.9069,0.8168,0.8826
"cbrC",0.5451,0.4744,0.4964,0.4635,0.388,0.5389,0.46,0.4277,0.455,0.3926
"yhdT",2.642,2.989,3.0625,3.0399,2.9442,3.1567,2.6658,3.0108,2.4496,2.7427
"ykgJ",2.2236,1.9131,1.8888,2.0084,2.3423,2.3797,2.1394,2.2798,1.9772,2.2025
"yoaE",3.071,3.2386,2.5762,2.9442,2.9219,3.1941,2.8871,3.2642,3.1676,2.851
"aspA",7.5795,7.4034,6.7957,7.1882,7.4874,7.3302,7.5277,7.2366,7.5173,7.4874
"ybgE",4.4282,4.7371,4.2575,4.3928,4.4578,4.886,4.551,4.7469,4.6894,4.6427
"yabI",0.8222,0.9323,0.7644,0.687,0.6787,0.8751,0.6213,0.6993,0.5789,0.8204
"fabR",5.7287,5.9419,5.6789,5.5575,5.6866,5.8771,5.4168,5.7938,5.4126,5.568
"coaE",4.6926,4.6131,4.2452,4.4324,4.6427,4.1493,4.6169,4.4832,4.5365,4.5694
"chaA",4.3662,3.802,4.4881,4.0434,4.4324,3.7094,4.2073,4.0016,4.1475,4.3038
"ytfA",2.2202,1.7417,1.8938,2.1616,2.2958,1.7341,2.4077,1.9275,2.5648,2.3804
"yaiY",5.4291,5.2587,4.2652,5.1845,5.5359,4.8318,5.7344,5.3098,5.6749,5.6454
"fumC",5.1244,5.0245,5.6971,5.5376,5.3527,5.0752,5.0849,5.3419,5.2603,5.2222
