"","0","0 | 1","0 | 2","0 | 3","0 | 4","21600","21600 | 1","21600 | 2","21600 | 3","21600 | 4"
"ubiD",5.3806,5.2391,5.1357,5.3241,5.2868,5.1824,5.0477,5.2391,5.0127,5.0968
"rluD",3.9939,4.2118,4.1886,3.9259,3.9352,4.0728,3.7525,3.8623,3.9431,3.7113
"waaG",0.4835,0.5235,0.4931,0.4331,0.4075,0.5086,0.3793,0.3708,0.3919,0.4081
"yegD",0.3904,0.5096,0.4442,0.4007,0.4519,0.5022,0.3694,0.4468,0.424,0.4082
"ptrA",3.4104,3.6952,3.3268,3.2365,3.5004,3.4297,3.573,3.4515,3.5447,3.5531
"nrfF",0.6642,0.4996,0.5336,0.6853,0.6925,0.6028,0.8297,0.7374,0.8585,0.7554
"yohC",1.7164,1.7592,1.8405,1.9058,1.8752,2.0077,1.7135,1.9503,1.7679,1.7369
"dusB",5.9464,6.18,6.4929,6.1311,6.1956,6.0285,5.8482,6.0008,5.6771,5.9282
"yfgM",5.5323,5.6946,5.7309,5.5084,5.3958,5.7526,5.279,5.7344,5.3461,5.3527
"eutR",0.5447,0.5976,0.5522,0.5882,0.4985,0.6541,0.4412,0.48,0.5423,0.5418
"yhdN",5.4691,5.666,5.1421,5.3128,5.3461,5.3714,5.4636,5.3216,5.29,5.4206
"nlpD",7.3558,7.2432,7.0438,7.2982,7.3633,6.95,7.4405,7.2072,7.429,7.3633
"yiaG",1.0068,0.977,1.3662,1.177,1.0948,0.9673,0.9456,1.0589,0.8274,0.8407
"btuE",3.628,3.7325,4.142,3.8483,3.6197,4.1901,3.5712,3.989,3.5205,3.6514
"ydjI",1.7696,1.7186,1.6519,1.6484,1.7988,1.947,1.9668,1.9677,1.8387,2.0587
"prpD",5.7099,5.2699,1.1119,1.3626,2.6545,3.2285,3.4607,3.4257,3.7291,3.4524
"ftsQ",5.4531,5.7869,5.5931,5.4408,5.2638,5.8176,5.1384,5.8,5.1887,5.3048
"ybjQ",3.6381,3.8216,3.796,3.8555,3.8433,4.2024,3.8096,4.0151,3.7483,3.7678
"nikC",2.3274,2.4558,1.9616,2.3006,2.2278,2.8712,2.5104,2.5914,2.8291,2.6955
"ulaG",0.3849,0.436,0.4572,0.402,0.3438,0.4036,0.4012,0.4064,0.3852,0.4258
"ypfJ",3.3584,3.2849,3.0041,3.2239,3.1988,3.3902,3.5762,3.2594,3.4615,3.43
"prc",4.9379,5.311,5.1999,5.0096,5.08,5.6025,5.146,5.2805,5.1302,5.1302
"aroE",4.6023,4.7506,4.2221,4.3001,4.5527,4.7663,4.6041,4.6358,4.4738,4.6281
"yqjG",0.3735,0.33,0.3684,0.4512,0.3879,0.4017,0.408,0.3548,0.3373,0.3782
"dhaK",4.112,4.3014,3.9431,4.2516,4.2622,4.6116,4.4932,4.3135,4.3797,4.4125
"yahF",0.6718,0.6864,0.5489,0.5115,0.6911,0.7046,0.6366,0.5559,0.625,0.6132
"chbB",3.6207,4.0827,3.795,4.1752,3.918,4.105,3.5849,4.0528,3.4694,3.8891
"casC",0.4338,0.4214,0.415,0.4558,0.3889,0.4909,0.3228,0.3793,0.3648,0.4649
"hokA",0.2383,0.2195,0.2289,0.2717,0.2918,0.2655,0.2291,0.2498,0.2754,0.2278
"manZ",4.127,4.3208,4.5304,4.8439,4.4605,4.4799,4.3495,4.4667,4.3655,4.5897
"ttcA",2.6989,2.7679,3.4419,2.8757,2.9103,3.0854,2.4504,3.1988,2.4332,2.4679
"surA",6.0968,6.0904,6.0204,5.9793,6.0733,5.9506,6.1597,6.1285,6.1497,6.1311
"sibA",0.5124,0.6509,0.4959,0.4569,0.4703,0.6319,0.4822,0.6461,0.4549,0.4094
"ndh",0.4838,0.4463,0.3438,0.5195,0.4792,0.4654,0.3843,0.4168,0.4357,0.4113
"mepK",7.2072,7.0484,6.7286,6.8359,7.1464,6.7049,7.3448,6.959,7.1731,7.2432
"yqgB",2.3162,2.1347,2.9643,2.593,2.2145,1.9723,1.9691,2.1739,2.2079,2.2764
"rsmI",3.4727,3.371,3.5224,3.4774,3.4684,3.6093,3.5154,3.5701,3.4607,3.5457
"msyB",2.5368,2.8071,2.4653,2.708,2.6406,2.7531,2.5583,2.6731,2.2646,2.6912
"nth",2.1746,2.3183,2.3069,2.1329,2.3102,2.5594,2.4776,2.1624,2.492,2.2034
"pitA",3.7101,3.7021,3.9939,3.8578,3.6301,3.731,3.6445,3.7,3.7094,3.8272
"ybjP",0.4583,0.5161,0.5835,0.5148,0.4241,0.5353,0.4064,0.472,0.4578,0.4441
"paeA",3.3947,3.7158,3.5512,3.3584,3.2269,3.7188,3.1816,3.4925,3.2626,3.1828
"rplO",7.5173,7.3811,7.4798,7.337,7.5173,7.2366,7.5795,7.3983,7.6297,7.5411
"dsbC",4.6938,4.765,5.0261,4.6406,4.5556,4.8082,4.6871,4.9417,4.54,4.5919
"yjjP",1.4137,1.2622,1.226,1.5233,1.2202,1.1365,1.7269,1.2549,1.7147,1.6267
"efeO",4.0374,4.0039,4.886,3.3098,3.4774,3.9109,3.8954,3.9518,3.9251,3.9444
"pstS",5.2587,5.4796,4.9938,5.3903,5.1845,5.6188,4.9072,5.6587,4.8478,4.8186
"aqpZ",1.5618,1.6633,1.6125,1.773,1.8493,1.8231,1.7202,1.9,1.8931,1.6172
"yihL",1.6741,1.8258,1.8859,1.9294,1.7671,1.6727,1.5796,1.651,1.5018,1.8647
"dadX",7.0651,7.0541,6.7916,7.0376,7.0591,7.1519,7.0713,7.1882,7.119,7.1048
"pck",6.956,6.959,7.0785,7.3054,6.956,6.9182,6.9043,7.0247,6.9811,6.9182
"speE",5.2133,5.3564,5.3098,4.8063,5.0922,4.9744,5.2448,5.2412,5.1225,5.2435
"agaS",0.7324,0.9524,0.7581,0.8616,0.6874,0.9528,0.7544,0.6575,0.9711,0.8413
"ybjH",1.1084,1.1543,1.2677,1.2198,1.1865,1.2238,1.1527,1.0532,1.2379,1.0526
"argG",3.1388,3.0388,5.7609,3.4389,2.9366,3.5186,2.8151,3.2544,2.8021,3.2566
"tatE",7.0484,7.337,6.7081,7.1412,7.1731,7.429,7.0376,7.3217,7.0247,7.0713
"dgt",2.9141,2.8725,3.0076,3.2078,2.9453,2.9731,3.1513,3.0271,3.0782,3.0994
"ynfF",2.1739,2.2958,1.7475,1.9367,1.9157,2.3415,2.1297,2.1935,1.9979,2.2113
"ydhW",1.295,1.4722,1.5248,1.5826,1.4515,1.6612,1.3469,1.7141,1.3752,1.3114
"ccmF",2.097,2.303,2.2646,2.7427,2.4912,2.9643,2.575,2.7401,2.7484,2.6493
"cheY",1.3564,1.2584,1.654,1.6489,1.518,1.4681,1.4491,1.7059,1.5153,1.4461
"hokE",3.2239,3.5996,3.7826,4.201,3.5662,3.5447,2.0746,3.0473,2.356,2.0364
"rihB",0.3512,0.3751,0.3611,0.4134,0.3537,0.4143,0.3357,0.3352,0.3953,0.377
"rclB",0.5126,0.4093,0.624,0.4227,0.5622,0.4412,0.5746,0.5207,0.3538,0.4838
"clpB",6.5244,6.7672,6.0357,6.2336,6.3212,6.6747,6.3734,6.744,6.4238,6.3689
"yrfG",3.7361,3.8369,4.127,3.898,3.7337,3.9803,3.5309,3.9239,3.5173,3.543
"ydhQ",3.7404,4.0257,3.9208,3.8877,3.7511,4.1968,3.5741,3.9869,3.4709,3.7535
"yibH",0.9559,0.9108,0.8482,1.0366,0.9698,0.8894,1.1071,0.9097,1.113,1.1119
"fdhE",5.8176,5.9857,5.8341,5.7476,5.7938,6.0819,5.6587,5.9758,5.6789,5.6847
"yrbG",2.9677,3.0033,2.5515,2.8299,2.851,2.9332,2.8505,2.881,2.881,2.8505
"yfcZ",4.3602,4.4568,4.0603,4.3731,4.5196,5.1907,4.4832,4.645,4.6416,4.5453
"groS",6.95,7.0785,6.9401,6.8998,6.7957,7.1355,6.8625,7.1233,6.8115,6.8305
"ygcP",1.7849,1.9959,1.8039,2.116,1.8487,2.24,1.6815,1.8138,1.7305,1.8379
"lapC",3.6703,3.5952,3.4104,3.0901,3.6144,3.3214,3.8844,3.3642,3.8096,3.8523
"crr",5.0769,4.903,4.8997,5.0829,5.0203,5.3903,4.8997,4.9799,4.9086,5.0321
"sulA",6.5968,5.806,6.7864,7.0918,6.7586,3.1167,3.3847,3.2651,3.3418,3.3902
"upp",3.1167,2.886,4.1193,3.9304,3.738,3.1213,2.8443,3.1235,2.8539,2.8329
"dsrB",3.0102,2.9856,2.9037,3.0355,3.1213,3.1114,2.9936,3.051,2.9957,3.0743
"xerC",3.7852,3.6144,3.6178,3.6131,3.6167,3.47,3.8911,3.5639,3.9571,3.9154
"yjcS",0.5375,0.561,0.644,0.4705,0.5389,0.5191,0.5005,0.4728,0.3717,0.5703
"mpaA",1.6973,1.1599,1.3523,1.5524,1.5618,1.0826,1.7324,1.3961,1.5366,1.6799
"torD",1.9633,2.0714,2.4539,2.6903,2.6513,2.6731,2.5686,2.8319,2.7982,2.5143
"ppk",4.3717,4.112,3.9087,3.9841,4.3319,4.1092,4.4605,4.2727,4.2941,4.5251
"yahD",0.6733,0.6802,0.6696,0.7159,0.8435,0.6348,0.7424,0.678,0.6482,0.711
"uhpA",2.0364,1.3114,1.8742,1.8082,1.94,1.3942,2.0677,1.666,2.0741,1.9257
"tdh",0.4883,0.5444,0.4907,0.483,0.4459,0.6002,0.4851,0.4621,0.4283,0.5372
"yafX",0.4534,0.6035,0.5354,0.505,0.4437,0.5052,0.4847,0.4798,0.4545,0.4768
"gatC",2.1874,2.4859,2.253,2.2488,2.0722,2.5306,2.098,2.4233,2.4749,2.2257
"ryfA",6.1671,6.2368,5.3419,5.8109,6.1916,6.3212,6.0819,6.4133,6.1175,5.9737
"oppA",6.9243,6.9182,6.8008,6.9453,6.8887,7.099,7.0918,6.9879,7.0484,7.1355
"yfiB",2.5246,2.6272,2.8329,2.9085,2.5561,2.5898,2.5487,2.7797,2.4532,2.6731
"ydgC",4.2566,4.1874,3.8504,4.3954,4.4232,4.2538,3.972,4.3292,3.7223,4.3059
"yggE",4.1901,4.3797,4.1572,4.6102,4.346,4.3038,4.1968,4.3662,4.2238,4.1243
"yhhN",4.1616,3.7415,4.0381,3.894,3.8645,2.8663,4.1728,3.8427,4.019,4.1341
"cmoB",1.1351,1.3269,1.037,0.9638,0.9393,1.445,0.9235,1.0279,0.7742,1.0793
"agaB",0.4468,0.3964,0.4391,0.4341,0.4419,0.4158,0.4492,0.4243,0.43,0.4118
"yjfP",3.0118,3.2044,2.9431,2.9535,3.051,2.9666,3.2386,3.1055,3.3111,3.1248
"lldP",0.6769,0.7772,0.5847,0.823,0.5762,0.6501,0.6359,0.6173,0.6759,0.6968
"thiQ",2.0561,1.915,2.7495,2.3813,2.1935,2.2214,2.0924,2.279,2.2041,2.0773
"ybiV",2.8011,2.511,2.4355,2.3472,2.7038,1.9058,2.4362,2.0239,2.2105,2.52
"ubiA",3.6668,3.8444,3.5322,3.7235,3.533,3.7291,3.7074,3.9755,3.7301,3.7235
"nnr",0.6482,0.7099,0.6217,0.5959,0.5932,0.6409,0.6416,0.6021,0.6633,0.7937
"hspQ",6.5102,6.1737,4.3928,5.2133,6.0418,5.2133,6.2885,5.6112,6.0968,6.1405
"flgI",0.3448,0.3965,0.3914,0.3887,0.4733,0.3547,0.4565,0.4416,0.4036,0.3505
"ycjF",0.5333,0.4691,0.5517,0.5857,0.5394,0.5901,0.5484,0.6485,0.486,0.4332
"rpoZ",5.4552,5.2827,5.743,5.4084,5.4451,5.6897,5.4583,5.6415,5.3958,5.4933
"pdeH",0.6893,0.6693,0.5378,0.546,0.4557,0.9055,0.6748,0.827,0.7956,0.5935
"lpxM",3.7867,3.77,3.6301,3.4963,3.4035,3.8695,3.7211,3.6114,3.5224,3.6766
"trkA",1.982,2.0293,2.1993,1.9569,2.0335,2.2442,1.9484,2.1652,1.8722,2.044
"dicF",2.7484,2.8549,2.3952,3.0421,2.7992,2.6903,2.9267,2.5769,2.8164,2.962
"rph",3.9066,3.894,4.6656,4.3234,4.1886,4.0151,3.3753,3.918,3.3633,3.3382
"ftsN",5.0968,5.3309,5.524,5.1269,4.976,5.2489,4.8734,5.1721,4.7581,4.9172
"rpsC",6.9879,6.9811,7.337,6.927,7.0713,6.9713,7.0247,7.0846,6.8676,7.0846
"fur",6.7864,6.5419,6.5061,6.4929,6.7775,6.5504,6.8495,6.5199,6.6948,6.8554
"mhpE",0.5811,0.6593,0.5692,0.5637,0.4722,0.6126,0.4881,0.5513,0.4946,0.564
"yecN",4.4257,4.4727,4.5747,4.3827,4.4192,4.3783,4.2477,4.5815,4.244,4.201
"livM",1.0196,0.9514,1.3371,1.4243,1.0291,1.2467,1.1278,1.024,1.2549,1.2682
"ybdG",3.4238,3.7669,3.4984,3.1742,3.3007,3.8142,3.2466,3.7188,3.2892,3.3774
"xanP",1.1825,1.3333,1.5851,1.2886,1.3064,1.348,1.314,1.1464,1.2448,1.2374
"ftsB",4.8439,4.7581,4.7398,4.5453,4.6871,4.882,4.6416,4.9116,4.562,4.6573
"blr",2.4309,2.0434,3.1206,2.9777,3.019,2.6477,2.2997,2.4768,2.1804,2.2675
"nfsA",3.5407,3.6505,3.5952,3.4815,3.5639,3.6537,3.69,3.6253,3.7587,3.7735
"yggC",0.3834,0.6337,0.4967,0.4992,0.4394,0.5583,0.3964,0.4415,0.4103,0.463
"dicB",3.0994,3.0482,3.5686,3.6979,3.558,3.4286,2.9837,3.2124,2.7378,2.9575
"sohB",3.5686,3.8504,3.7211,3.6334,3.6554,3.6989,3.5808,3.6971,3.4684,3.5467
"frdB",4.8842,4.936,4.3628,5.0233,4.8706,4.9041,5.0188,4.9693,5.0849,5.1064
"rarA",3.2879,3.6082,3.4745,3.3688,3.3291,3.3553,3.1157,3.2524,3.2327,3.1556
"ycbZ",3.1521,3.6584,3.5447,3.0554,3.0725,3.745,2.9304,3.2673,2.9066,3.18
"dppC",3.328,3.7792,4.6857,3.8152,3.2985,3.8746,3.1567,3.6979,3.3743,3.3575
"yraJ",0.6699,0.5106,0.5375,0.489,0.6811,0.6109,0.6085,0.4883,0.5786,0.6606
"ecpB",1.1376,1.465,3.8603,3.6064,2.6609,2.5639,2.7134,2.5762,2.698,3.5299
"cspH",0.6891,0.4883,1.3126,1.0892,0.8869,0.475,0.7262,0.457,0.9089,0.6813
"yjjA",3.2566,3.2489,3.5712,3.4132,3.2642,3.3836,3.1151,3.3633,2.9358,2.9777
"yhbY",5.7128,5.3679,5.3616,5.5996,5.7968,5.4206,5.8943,5.6971,5.8031,5.8595
"paaH",0.3935,0.7459,0.4131,0.6006,0.447,0.5835,0.3888,0.4238,0.4001,0.446
"speA",3.1871,3.069,3.3584,2.9044,3.0613,3.1248,3.2566,3.1206,3.2455,3.2261
"cysG",3.3793,3.5205,3.4889,3.3486,3.1676,3.6131,3.2524,3.4225,3.2193,3.2335
"rpsE",7.429,7.4874,7.4874,7.2833,7.3983,7.3884,7.4798,7.4143,7.4605,7.5004
"melA",2.6532,2.4342,2.3372,2.8184,2.632,2.5923,3.0013,2.7436,2.7586,2.852
"pgl",2.1546,1.8963,2.2511,2.4085,2.294,2.1584,2.4523,2.1847,2.562,2.3678
"hemA",0.7275,0.619,0.6019,0.6132,0.5789,0.6314,0.5748,0.5766,0.5102,0.7822
"zapB",5.7586,5.5339,5.8149,6.1067,5.83,5.8913,5.5276,5.7639,5.5323,5.6394
"folX",5.3398,5.6138,5.4084,5.5149,5.3293,5.5339,5.2412,5.181,4.9837,5.2992
"eutP",1.6612,1.5428,1.301,1.3942,1.5114,1.2783,1.7493,1.5721,1.5875,1.8539
"nudE",5.7186,5.8468,5.6587,5.7043,5.7163,5.5836,5.4206,5.5149,5.2992,5.279
"pspG",0.7411,0.4737,0.791,0.8863,0.703,0.3885,0.7767,0.5399,0.6549,0.7874
"cheB",0.9349,1.0117,0.8659,0.9249,0.8292,0.9162,0.9271,0.8052,1.0012,0.9757
"rpsP",6.959,6.9453,7.2982,6.8887,7.0003,7.0165,6.8258,7.0785,6.7864,6.927
"fabA",3.9881,3.6866,3.3956,3.3743,3.6819,3.2892,3.937,3.465,3.7461,3.8427
"rlmF",2.764,2.8791,2.7586,2.5666,2.9731,2.5905,2.6307,2.7287,2.6154,2.5104
"moaA",3.3515,3.0464,3.7678,3.3015,3.2365,3.0975,3.33,3.1243,3.3406,3.4012
"iprA",0.5959,0.5338,0.5481,0.486,0.6445,0.6139,0.6392,0.7483,0.6263,0.5152
"ydcT",0.4699,0.5732,0.5711,0.5022,0.5038,0.5039,0.4196,0.5701,0.5851,0.6164
"pepD",0.9208,1.0314,1.0219,0.881,0.8675,0.9704,0.8541,0.8613,0.7459,1.0356
"mqo",1.7003,2.2646,2.2286,1.7274,1.8032,2.289,1.7909,2.1566,1.7689,1.7239
"yzgL",0.4429,0.6938,0.618,0.6281,0.5153,0.7215,0.4415,0.6143,0.5207,0.4862
"rlmA",2.6292,2.6731,2.7632,2.5554,2.7201,2.6459,2.5027,2.6389,2.462,2.5427
"yeaL",1.9959,2.5306,3.0182,2.4144,2.3513,2.7602,2.3423,2.797,2.5408,2.27
"yfgO",0.7403,0.8782,0.7275,0.7671,0.7012,1.0098,0.6744,0.7125,0.5366,0.7652
"ybeL",4.4192,4.6102,4.6041,5.0576,4.5304,4.83,4.4232,4.7634,4.3995,4.5747
"yfbM",2.4729,2.4031,2.378,2.7134,2.5218,2.6063,2.5947,2.6658,2.379,2.7201
"rpsD",7.7282,7.8497,8.0089,7.7193,7.7634,7.7933,7.7193,7.8729,7.7933,7.7392
"tff",7.4034,7.2145,7.3558,7.1048,7.4505,7.0817,7.4714,7.1412,7.4405,7.4605
"corA",3.6688,3.4093,3.3291,3.6207,3.4815,3.1015,3.6381,3.3098,3.47,3.4419
"potI",2.4904,2.458,2.3896,2.5978,2.5958,2.5657,2.9311,2.8529,2.9659,2.9219
"ptsP",4.3155,4.4337,4.3429,4.1701,4.201,4.391,4.4312,4.2897,4.2062,4.4243
"alsR",3.3081,2.9688,2.9311,2.9543,3.2805,2.9277,3.5693,2.9777,3.3774,3.51
"panD",6.1837,6.0517,6.2529,6.055,6.2793,5.9673,6.2711,6.211,6.1463,6.2498
"thiP",2.3804,2.2375,3.3059,2.781,2.4156,2.492,2.5604,2.6833,2.6028,2.4641
"gcvP",5.9943,6.2146,3.9972,5.7235,5.7586,6.0997,5.9445,6.1837,6.1027,5.9708
"ssuC",0.6774,0.7901,0.8259,0.945,0.7632,0.7556,0.7398,0.8353,0.6853,0.883
"entA",3.4035,3.7724,4.0587,2.8634,2.6893,4.1066,3.1701,3.9076,3.5383,3.1293
"ackA",6.0517,6.2404,6.055,5.9154,6.039,6.4929,6.0151,6.2017,6.0701,6.0255
"hycC",0.4026,0.5738,0.5389,0.5496,0.4031,0.5976,0.4466,0.4685,0.483,0.4999
"fliN",0.5441,0.5652,0.6298,0.5654,0.622,0.6626,0.6008,0.7293,0.6109,0.5621
"torR",2.5005,2.4183,2.4716,2.4558,2.5914,2.5368,2.5317,2.7822,2.4031,2.5075
"aroL",3.4573,3.3729,3.4963,3.3396,3.3782,3.7147,3.2793,3.4197,3.1988,3.3343
"gstB",3.9057,4.1525,4.2622,4.4257,4.2477,4.4224,4.1162,4.2787,4.1781,4.095
"apaG",4.0641,4.1901,4.2874,4.0331,4.0905,4.1987,4.4971,4.2024,4.5167,4.5116
"ubiT",6.1204,6.3566,6.1067,6.417,6.2189,6.4333,5.9881,6.4025,5.9943,6.0789
"xerD",4.3481,4.6374,4.4224,4.5196,4.1901,4.5556,4.0434,4.4232,4.0114,4.1202
"xdhA",1.0098,1.0121,0.9156,0.8666,0.8794,0.8976,1.0644,0.9514,1.0171,1.0942
"tadA",2.5792,2.7764,2.5132,2.1643,2.2303,2.4053,2.4539,2.457,2.5368,2.4077
"ydiL",2.915,3.1901,2.5118,3.2554,3.2298,3.4948,3.1886,3.4719,2.9552,3.2134
"ychN",5.5772,5.8771,5.0849,5.9623,5.9584,6.1703,5.7683,5.9673,5.8468,5.8743
"frr",6.2711,6.2017,6.2793,6.2711,6.2946,6.0933,6.3016,6.2977,6.2711,6.3077
"rnhB",3.4615,3.4552,3.6493,2.9582,3.2544,3.5216,3.3324,3.5322,3.3729,3.3111
"yggI",1.0455,0.8798,1.0351,1.0042,1.069,0.81,0.9823,1.0191,1.0821,0.9061
"hemG",3.8302,4.1513,4.216,4.1968,3.807,4.2062,3.6264,4.105,3.5675,3.8483
"ydcH",7.0918,7.3633,6.9334,7.5795,7.2521,7.6751,6.9768,7.4505,6.9334,7.1285
"hcaC",0.5175,0.6089,0.4966,0.417,0.4819,0.4835,0.4685,0.5616,0.4855,0.4715
"raiA",7.7933,7.7634,7.6009,7.9716,7.8076,7.7634,7.7933,7.7193,7.6851,7.7052
"allS",0.8134,0.7632,0.6478,0.8192,0.7685,0.7219,0.885,0.7078,0.7992,0.9142
"tsaB",4.095,3.6321,3.6218,3.6471,4.1454,3.6218,4.4079,3.9037,4.0853,4.1862
"ykgH",0.5144,0.4894,0.4415,0.4397,0.525,0.3723,0.5079,0.4662,0.4896,0.4816
"sgcQ",0.4058,0.3855,0.4413,0.3447,0.3699,0.4096,0.4059,0.4274,0.3551,0.4984
"glnS",4.8964,4.7124,4.7525,4.8175,4.8478,4.7274,4.9315,4.8997,5.0382,4.9712
"rfbA",0.4116,0.4152,0.3691,0.3711,0.3458,0.4507,0.3378,0.396,0.3177,0.413
"gcvT",6.143,6.1837,4.0168,6.0204,5.7754,6.2189,5.9758,6.1043,5.9857,6.1956
"ydfA",5.6254,5.8278,6.0285,6.2189,6.0079,6.211,5.3507,6.0079,5.2638,5.4511
"hdeA",2.7413,2.8011,2.642,3.1213,2.938,2.5544,2.8539,2.7632,2.439,2.9406
"ynaJ",5.8706,5.9646,5.8031,6.039,6.0606,6.0047,5.6434,5.8341,5.5819,5.7526
"ydfD",3.6344,3.3922,3.9823,4.0125,3.9654,3.4727,3.3138,3.5545,3.1692,3.4081
"exuR",4.7088,4.9789,4.7941,4.9052,4.6416,4.7469,4.6008,4.8457,4.4243,4.588
"yegV",1.6147,1.7976,1.736,1.7858,1.7601,1.9579,1.7331,2.0052,1.7515,1.7821
"ygeW",3.5457,4.0125,2.1804,2.1794,2.2977,3.1631,2.4065,2.5384,2.3961,2.4729
"hyaC",1.1848,1.0021,1.0437,0.9385,1.0748,1.0579,1.3749,1.0734,1.3897,1.2775
"eutB",1.7501,2.1061,1.8969,1.9589,1.7459,2.2,1.8405,2.1238,2.1051,1.858
"pmrD",4.4268,4.6633,4.903,4.444,4.3967,4.7137,4.2024,4.5859,3.9939,4.3001
"yqjC",3.894,4.1908,4.3983,4.2813,3.8354,4.2588,3.7763,4.1488,3.6545,3.859
"narV",0.4483,0.3782,0.4029,0.432,0.4205,0.3646,0.4202,0.3598,0.4349,0.4238
"ampC",1.8298,2.3641,2.6406,2.1993,1.7246,2.6513,1.5994,2.3274,1.4291,1.8546
"yneE",1.1172,1.1161,1.1511,1.0188,1.1949,0.7927,0.9789,0.9094,0.9559,0.9002
"ihfB",6.0584,6.0635,6.211,6.5746,6.2711,6.3307,6.0701,6.0151,5.8278,6.1067
"rtcB",1.9456,1.8104,2.0102,2.0268,1.7957,2.0135,1.7417,1.9867,1.5881,1.8938
"yihU",0.429,0.5591,0.5052,0.4602,0.4555,0.4855,0.373,0.5188,0.4184,0.3995
"dhaL",4.7035,4.7859,4.721,4.8563,4.9229,5.1049,5.0273,5.1357,5.0022,4.9623
"eutG",0.4615,0.4186,0.407,0.469,0.4683,0.4896,0.4016,0.4694,0.4248,0.4514
"prpE",0.5147,0.678,0.6139,0.4883,0.5106,0.6474,0.4888,0.6612,0.4484,0.4442
"mgrB",6.6216,6.8946,6.7389,6.0584,6.3774,6.583,6.0997,6.5154,5.9183,6.1597
"ydjM",1.5568,0.7125,1.5625,1.5045,1.5255,0.4496,0.8813,0.5822,0.7247,0.7051
"osmE",4.1728,4.154,4.6023,4.445,4.2207,4.4947,4.0353,4.3277,3.894,4.1311
"ompT",6.3515,5.8743,7.5105,7.0247,6.7916,6.669,6.669,6.7389,6.3016,6.6843
"gpsA",6.2946,6.2711,6.1546,6.1092,6.2858,5.9908,6.2756,6.3016,6.4277,6.211
"argF",0.5031,0.5835,0.5725,0.6449,0.4957,0.7315,0.5569,0.5748,0.5608,0.6991
"ydeP",1.3378,1.2519,1.8963,1.0737,1.2072,1.32,1.277,1.271,1.1803,1.2336
"cytR",3.6866,3.5173,3.6458,3.557,3.7094,3.3762,3.8989,3.5447,4.0016,3.9392
"ygdB",3.1377,3.3475,2.97,2.989,2.9491,3.2584,3.0684,3.3729,3.1206,3.0033
"ychQ",2.289,1.8532,2.0206,1.6612,2.1042,1.6086,2.3194,1.964,2.2466,2.3321
"hflD",3.9985,3.6848,3.7124,3.4745,3.9644,3.412,4.1391,3.5143,4.1842,3.8853
"yhhL",3.9392,3.8891,3.6856,3.7461,3.9154,3.8354,3.8262,3.9208,3.8635,3.8327
"rpiB",1.7679,1.5255,1.6475,1.286,1.4148,1.6495,1.7715,1.7459,1.5796,1.5528
"ycdX",4.4605,4.6559,4.3071,4.4556,4.5089,4.5584,4.4691,4.5304,4.4224,4.6056
"ldhA",3.7839,3.575,3.7597,4.07,3.8313,3.6604,3.9423,3.8184,3.7499,3.8392
"tdcR",0.3133,0.2741,0.3486,0.4549,0.3495,0.3232,0.3877,0.4167,0.3484,0.3738
"cspC",7.5708,7.5708,7.5613,7.4405,7.5708,7.5795,7.6181,7.4714,7.4714,7.7282
"gcvH",6.872,7.1519,5.2185,6.9243,6.7049,7.2579,6.7081,7.1285,6.6432,6.95
"rpoD",6.0357,6.2212,5.9506,5.8482,5.9758,6.0635,6.0233,6.0517,5.9758,5.9623
"rprA",5.1735,4.7258,3.8444,4.6131,5.1421,5.1595,5.1503,4.8685,5.0788,5.1108
"gltK",5.0683,5.0589,5.1198,4.9536,4.9772,5.07,5.1845,5.0904,5.1845,5.3787
"ampG",1.6763,1.8969,1.8795,1.5428,1.7104,1.7581,1.5698,1.8185,1.5675,1.7068
"ydjX",1.0234,1.0444,1.0333,1.4161,1.0333,1.0952,1.3042,1.3887,1.3257,1.209
"mlaB",4.7859,4.8221,4.7337,4.5319,4.776,4.8097,4.8144,4.6202,4.7274,4.903
"oxyR",4.7441,4.8514,4.7225,4.6217,4.6545,4.7053,4.5196,4.7478,4.6926,4.4753
"hyaA",0.8115,0.8833,0.759,0.7792,0.6791,0.7742,0.8238,0.8188,0.9012,0.9421
"rho",6.0867,6.0325,6.0255,5.7788,5.9305,5.9332,5.9154,6.0357,5.9486,5.9103
"ybiX",1.2607,1.2193,1.2631,1.1435,1.2504,1.0782,1.2654,1.3114,1.3712,1.2355
"aas",2.7038,3.2222,3.0984,3.0271,2.8934,3.2717,2.7579,3.0525,2.7038,2.8904
"fabF",4.9799,5.1028,5.0518,5.1559,5.1008,5.0354,5.0605,4.9967,4.9924,5.0409
"matP",3.7753,4.0915,3.8369,4.2302,4.0271,4.4094,3.796,4.0025,3.6103,3.8911
"ccp",1.0021,0.8394,1.0622,1.4776,1.2095,1.4621,1.5107,1.4161,1.4697,1.4707
"ycbF",0.3909,0.3491,0.4314,0.43,0.3703,0.4075,0.4316,0.3687,0.3878,0.3745
"psuK",0.4008,0.4665,0.3948,0.4277,0.4029,0.4456,0.3823,0.3801,0.3439,0.3987
"yqjE",0.317,0.2641,0.4157,0.3567,0.3954,0.281,0.5454,0.2784,0.707,0.4733
"cheZ",1.1403,1.154,1.2976,1.1986,1.247,1.2823,1.3114,1.5304,1.2955,1.2574
"yaaI",0.605,0.5851,0.638,0.7026,0.6624,0.6173,0.6014,0.5632,0.5567,0.592
