"","0","0 | 1","0 | 2","3600","3600 | 1","3600 | 2","7200","7200 | 1","7200 | 2","10800","10800 | 1","10800 | 2","14400","14400 | 1","14400 | 2","18000","18000 | 1","18000 | 2","0 | 3","0 | 4","0 | 5","3600 | 3","3600 | 4","3600 | 5","7200 | 3","7200 | 4","7200 | 5","10800 | 3","10800 | 4","10800 | 5","14400 | 3","14400 | 4","14400 | 5","18000 | 3","18000 | 4","18000 | 5"
"hcr",7.417401,7.513927,7.533681,7.830178,7.732892,7.719785,7.601956,8.477379,8.402768,8.416859,8.595249,8.638277,8.113627,8.368745,8.349029,8.219501,8.479266,8.766706,7.592399,7.960752,7.552107,7.847305,7.542024,8.141868,7.709198,8.085018,8.460491,7.727645,8.181487,7.901747,7.932383,7.832803,8.749731,7.970676,9.181548,9.544964
"malG",11.02561,11.017074,11.013553,11.903955,12.058036,12.087537,11.696214,11.815215,11.595265,11.706496,11.294575,11.324266,11.450294,11.238344,11.414112,11.166035,11.020892,10.835226,13.556038,13.672624,13.740463,14.090602,14.000936,14.103817,13.929142,13.803123,13.331764,13.827865,13.803269,13.777954,13.897281,13.811942,13.594339,13.78601,13.894673,13.47067
"yfaE",10.259338,10.33924,10.598264,11.078025,10.792002,10.665152,10.764513,10.49552,10.513779,10.46937,10.444539,10.485634,10.654833,10.562158,10.750975,10.602798,10.644558,10.515061,10.629879,10.38034,10.482655,10.888437,10.528177,10.454104,10.552821,10.364984,10.154858,10.092189,10.434649,10.392472,10.477816,10.419882,10.246549,10.278444,9.865837,9.35828
"puuD",13.062938,12.742537,12.397508,10.693406,9.456892,9.18253,11.615609,8.776069,8.381022,8.340245,8.424637,8.111443,9.351812,8.576161,8.671063,8.701828,8.411258,8.618531,12.83119,13.046302,13.10457,10.091547,9.46359,8.588552,10.113568,8.928226,8.989162,11.624773,10.20173,9.246819,9.79555,8.792941,8.516622,10.137499,8.592728,8.65978
"cutC",11.475351,11.366229,11.248421,11.240781,11.334291,11.227135,11.255829,10.900583,11.019655,11.173415,10.84016,10.757016,11.079532,10.839804,10.823089,11.047788,10.788034,10.916935,11.352887,11.301479,11.148272,11.268079,11.103575,10.9714,11.146046,10.984203,11.109361,11.061938,10.993166,10.993934,10.92461,10.9326,10.77985,10.936478,10.844017,10.022165
"insC1",13.453696,13.507272,13.483461,13.70385,13.57072,13.611516,13.653429,13.524279,13.458447,13.421752,13.49398,13.511044,13.478199,13.427219,13.512129,13.563498,13.600341,13.574204,13.170078,13.343035,13.306302,13.407784,13.39443,13.368374,13.282752,13.271334,13.304514,13.281329,13.342864,13.31405,13.202,13.237782,13.269868,13.236926,13.394818,13.470579
"livG",13.119281,13.349214,13.344076,13.63428,13.682408,13.51818,13.63455,13.454504,13.488431,13.451617,13.245352,13.102456,13.514634,13.337971,13.189226,13.247616,13.144797,13.161305,12.821969,13.202209,13.271632,13.49396,13.216279,13.275405,13.292494,13.113938,12.695935,13.038968,13.066598,13.156866,13.298559,13.262409,12.792126,13.044433,12.904402,12.530883
"moeB",8.611514,8.566416,8.787184,9.281765,9.28289,9.422536,8.810877,9.563572,9.3784,9.034188,9.071067,9.135668,9.186567,9.026744,9.354139,8.939414,8.934725,8.716955,9.090227,8.617126,8.505031,9.297372,9.035633,9.370538,8.962915,9.21582,9.419884,8.589682,8.728256,8.940257,9.019276,8.883782,9.163807,8.657789,8.39744,8.353973
"fdx",12.051965,11.911376,11.858002,12.261268,12.034557,11.943873,12.115887,11.938624,11.857417,11.803794,12.020267,12.082371,12.086154,11.764971,11.797409,12.04027,11.976775,12.11734,12.506028,12.316333,12.069696,12.391374,12.100842,12.015031,12.119228,12.047161,12.178804,12.368228,12.338207,12.183902,12.631118,12.283245,12.296841,12.524579,12.135499,11.715846
"ygiM",12.868778,13.076196,12.979064,11.680015,11.895927,11.861498,11.861001,11.514601,11.622413,11.796272,11.79314,11.645011,12.055625,12.145649,12.018554,12.168134,12.04194,11.954954,13.072756,12.977297,12.940267,11.520605,11.487766,11.51751,11.820364,11.884021,11.650777,11.956416,11.926094,11.876807,12.250148,12.151674,11.942574,12.415986,12.207299,12.062613
"exoD",10.087159,10.001302,9.919266,9.793687,10.114589,10.106863,10.083658,10.003065,10.068554,10.434243,10.133249,10.246135,10.38537,10.437201,10.170275,10.114204,10.025886,10.527252,10.174628,10.160222,9.797372,9.949516,9.807023,9.988999,9.819619,9.962616,9.960973,9.98869,10.146228,10.032001,10.153494,10.142192,10.393194,10.321481,10.981554,11.917709
"fliO",6.585852,6.652854,7.059865,7.454285,7.391025,7.400657,7.302156,6.946651,7.047505,6.915123,6.88993,7.114234,7.237328,7.457291,6.844379,6.973912,7.052279,7.618527,6.788319,7.455964,7.079562,7.808406,7.34659,7.457503,7.520345,7.417441,7.186098,7.352478,7.728317,7.620966,7.704829,7.504769,8.016387,7.433737,8.61098,8.913057
"yehM",7.146577,7.340959,7.254029,7.460293,7.342318,7.558711,7.406073,7.303824,7.110527,6.828602,7.14171,6.982048,7.312478,7.406187,7.111714,7.270167,7.055809,7.526548,7.37142,7.547492,7.127273,7.636242,7.461047,7.33356,7.472004,7.25253,7.473278,7.475927,7.707399,7.477591,7.515315,7.255892,7.658742,7.389561,8.529604,9.166561
"bamB",13.379567,13.297474,13.131233,13.259746,13.031132,12.907011,13.13611,12.777107,12.711973,12.762984,12.638861,12.613319,12.788617,12.651871,12.686748,12.630963,12.739777,12.508791,13.442796,13.341,13.277231,13.086708,13.121112,12.930661,12.909275,12.781672,12.680989,12.847159,12.850173,12.735814,12.859768,12.789519,12.535805,12.854792,12.62215,12.400912
"fadJ",11.093485,11.013664,10.715488,12.155341,11.817436,11.401315,12.088197,11.376801,11.268565,11.222544,11.141049,11.018007,11.589827,11.06352,11.058348,11.260443,10.956317,11.075898,10.251371,10.270926,10.157151,11.304083,10.795107,10.405147,11.196405,10.792782,10.445646,11.16116,11.211049,10.941873,11.577921,11.183512,10.978481,11.301218,10.844687,10.342088
"rapZ",13.193982,13.107115,12.978979,13.335868,13.243349,13.203366,13.338871,13.139642,13.080523,12.834468,12.888376,12.905927,13.06409,13.039279,13.001185,13.062555,13.134599,13.050855,13.022036,13.009043,13.044038,13.322696,13.155242,13.098062,13.186119,12.910615,12.710379,12.922186,12.906925,12.880053,12.842537,12.850093,12.546032,12.767069,12.633341,12.498724
"yidZ",10.225275,10.383177,10.248736,10.207302,10.328069,10.261744,10.225008,10.206537,10.280122,10.146887,10.030674,10.1285,9.990496,10.039597,10.085303,9.935957,9.974157,9.800524,10.208888,10.311153,10.262037,10.465701,10.219995,10.257429,9.995237,10.018751,10.097434,9.966808,9.837414,9.984758,10.133452,10.219717,10.207964,9.886583,10.168339,10.465927
"thrC",12.970717,13.112054,13.436514,13.459092,13.325913,13.558294,13.200888,13.552957,13.683651,13.455816,13.79364,13.828923,13.644368,13.895102,13.945054,13.897837,14.051668,14.003409,13.060102,13.275593,13.566612,13.587937,13.570958,13.677117,13.558528,13.717558,13.798772,13.681751,13.790232,13.814596,13.732987,13.696737,13.877207,13.663265,13.7218,13.856804
"mukF",11.724207,11.717396,11.652639,12.189157,12.280567,12.201009,12.235062,12.030895,12.019063,11.589807,11.478696,11.503007,11.922667,11.769456,11.794533,11.473106,11.296998,11.362445,11.641842,11.57827,11.599561,12.124335,12.084515,12.134217,12.043579,12.028775,12.210492,11.827599,11.958139,11.971124,11.934118,12.007348,12.02043,11.824742,11.646938,10.928338
"srlD",9.444025,9.72852,9.883682,9.621715,9.949813,9.872769,9.733535,9.956789,9.933954,10.111485,10.124054,10.062244,10.154318,10.135747,10.200423,10.04814,10.104699,9.957475,8.748934,8.950566,8.971397,9.145181,9.285826,9.352261,9.037786,9.238898,8.840992,8.974355,9.249122,9.375849,9.233079,9.451135,9.106688,8.957942,9.29698,9.424096
"lgoT",8.493902,8.657162,8.826013,9.019882,9.117758,8.927567,9.029902,9.184023,9.001979,8.856289,8.946273,9.053398,8.63813,8.941958,8.787585,8.570294,9.052299,9.079106,8.449331,8.339819,8.408653,8.605039,8.694152,8.642227,8.370914,8.515218,8.482164,8.315511,8.437192,8.278907,8.494987,8.265499,8.841909,8.455009,9.139179,9.867256
"cysM",11.877496,12.343571,11.765505,13.053247,13.070265,12.972923,13.095275,13.130497,13.086796,12.912186,12.717717,12.52695,13.062112,12.746404,12.662621,12.45743,12.537171,12.570645,12.395399,12.994084,12.639645,13.349511,13.387772,13.298861,13.128439,12.988548,12.505634,13.070216,12.893046,12.676552,13.06883,13.089284,12.710085,12.87252,12.837186,12.023585
"yaeI",10.355859,10.426639,10.15026,10.937839,10.691589,10.64821,10.878379,9.959596,9.731245,9.395333,9.323214,9.12487,9.617146,9.263164,9.121833,9.159617,9.182956,9.431015,10.155066,10.319984,10.334168,11.160217,10.818216,10.601976,10.897718,10.095725,9.978503,10.43616,10.515216,10.502407,10.459081,10.439772,9.859113,10.375087,10.504486,10.864139
"yraK",8.099137,8.392624,8.560993,8.730463,8.493736,8.538185,8.728351,8.365675,8.485377,8.3393,8.724439,8.761865,8.437369,8.515438,8.493218,8.847039,9.104847,9.033831,8.172219,8.271972,8.345068,8.660889,8.717003,8.421994,8.409034,8.294636,8.581478,8.304982,8.36503,8.322589,8.403405,8.248705,8.410619,8.14978,8.913895,9.403287
"glaR",10.434121,10.350539,10.404189,10.586271,10.232868,10.081237,10.21636,9.88783,9.822324,10.259378,10.181438,10.246597,10.354186,10.148613,10.252147,10.183815,10.212624,9.98613,9.813602,9.858836,9.965805,9.866371,9.830064,9.630223,9.732886,9.700425,9.720196,9.751212,9.617485,9.608721,9.686559,9.607605,9.503518,9.611955,9.075521,9.53117
"fliM",7.896648,7.681867,7.857183,8.170887,8.240101,8.343131,8.028238,8.238713,8.221545,7.788769,7.929264,8.059974,8.255483,8.312063,8.24494,8.276527,7.997573,8.365454,7.655118,8.03532,7.775672,8.616093,8.231744,8.34287,8.579969,8.291614,8.105207,8.131126,8.362646,8.337682,8.446884,8.501205,8.557372,8.344111,9.068365,9.678001
"ydcL",10.746765,10.871134,11.246251,11.021792,10.828685,11.080721,10.691649,10.800439,10.871956,11.269928,11.222726,11.161744,11.211857,11.077946,11.173508,11.092732,10.985613,10.705581,10.58451,10.617476,10.906284,10.408808,10.614875,10.586865,10.255804,10.452288,10.435079,10.319895,10.321589,10.420875,10.343043,10.292215,10.370312,10.262,9.875176,8.858437
"ybhQ",10.738845,11.230813,11.553971,10.941107,11.392462,11.260818,10.947037,10.635315,10.847828,11.129698,11.247396,11.139996,11.392207,11.176961,10.828108,11.329472,11.14428,11.066536,11.497431,10.990881,11.010598,10.60262,10.703077,10.285652,10.346977,10.269283,9.794942,10.302837,10.45717,10.467036,10.738174,10.693383,10.06603,10.744545,10.202745,9.740808
"yebZ",12.791857,12.749999,12.415897,12.559266,12.464647,12.434865,12.750592,12.395761,12.314809,12.051097,11.823823,11.757124,12.061632,11.891967,12.041204,11.748312,11.761889,11.815085,12.7324,12.808181,12.733724,12.769714,12.718596,12.729712,12.841324,12.782222,12.831078,12.864688,12.721366,12.609459,12.697933,12.628628,12.518194,12.649438,12.498548,12.445387
"cybC",12.080639,12.01014,11.705445,11.950074,11.581026,11.642883,11.91037,11.541582,11.140612,11.148714,11.276094,11.320954,11.211867,10.841263,11.032761,11.448567,11.332902,11.339585,11.813191,11.883454,11.87466,11.787723,11.678287,11.548214,11.685937,11.392936,11.681323,11.684653,11.550641,11.425164,11.19141,11.131099,11.339839,11.454987,11.589515,11.587752
"ymfI",4.341944,4.401413,4.511135,4.522251,4.320784,4.239929,4.489695,4.66935,4.388694,4.637479,4.326372,4.442901,4.579605,4.355282,4.452927,4.339784,4.559113,4.054139,4.263021,4.665973,4.459784,4.613885,4.329523,4.350316,4.568309,4.320821,4.110003,4.327516,4.248837,4.335827,4.384036,4.471659,4.277991,4.242945,4.510212,4.200219
"napC",9.765184,10.381247,10.46956,9.430268,9.785204,9.93379,9.793106,10.185626,10.400624,10.244322,10.495746,10.550183,9.751166,9.394211,9.485971,9.572128,9.888585,9.94072,9.506142,9.778756,9.853385,9.557183,9.818415,10.158743,9.546484,10.044842,10.996753,9.778602,9.686917,10.150192,9.544302,9.684772,9.819953,9.619577,9.673914,9.530185
"yfgG",12.141559,12.121663,12.270319,12.842088,12.686678,12.654452,12.77955,12.638972,12.740051,12.092321,12.78291,12.874069,13.015257,13.10678,12.884565,13.078528,12.928649,12.870011,11.921969,12.09403,12.173061,12.83978,13.017999,12.739755,12.742784,12.76605,12.710776,12.45222,12.561173,12.582554,12.591885,12.619739,12.536663,12.436773,12.224725,11.940531
"tdk",10.137629,10.364012,10.634353,10.1177,10.673925,10.572652,9.919635,10.349148,10.634717,11.129613,10.792168,10.874997,10.859823,10.975393,10.848476,10.850015,10.934732,10.70262,10.896839,10.465419,10.328563,10.609668,10.876121,10.76282,10.148388,10.660385,10.667913,10.245137,10.558987,10.722047,10.787249,10.907593,11.027805,10.518318,10.561512,9.944433
"aaeA",8.515435,8.469702,8.504997,8.173509,8.075814,8.064659,8.244618,8.153947,8.168827,8.294236,8.367102,8.361257,8.300119,8.2095,8.454744,8.516172,8.346333,8.419607,8.385986,8.50095,8.799065,8.086557,8.085932,8.238128,8.031115,8.07464,8.519526,8.249601,8.191471,8.096436,8.154078,8.323262,8.537137,8.294646,8.844564,9.15475
"nohD",11.06466,11.049344,10.749146,11.159082,11.247902,11.492789,11.3009,11.204925,11.212384,11.66889,11.497647,11.528849,11.590007,11.60335,11.306788,11.284061,11.36925,11.563559,11.014079,11.214238,10.711581,11.074728,11.169184,11.372078,11.017906,10.939397,10.939226,10.918335,10.825391,10.816554,10.438198,10.398267,10.821828,10.278165,11.500432,12.156726
"ulaB",8.240161,8.867786,9.117243,8.454226,8.976339,8.893,8.665822,9.004909,9.072191,9.299212,9.230289,9.138766,9.110391,9.124734,8.974371,8.746237,8.882637,8.84692,8.045533,8.325584,8.367824,8.968515,8.943787,9.191122,8.786194,9.049383,8.808697,8.463345,8.505538,8.742659,8.758899,8.734114,8.758309,8.429664,9.067618,9.030623
"emrY",6.587793,6.9234,6.910972,6.922693,7.147042,7.058809,6.953634,6.169863,6.108437,6.625427,6.134047,5.758942,6.903459,6.781715,6.159967,6.225022,6.319907,7.507624,7.337405,7.538603,6.578303,7.183039,6.975296,6.617918,7.179501,6.485089,6.513018,7.213253,7.374417,6.886284,7.40876,7.235738,7.657839,6.775338,8.177201,8.725312
"ymfA",9.027391,9.060278,8.901144,9.916685,9.677055,9.691052,9.710449,8.892079,8.670589,7.940128,7.876912,7.861222,8.590117,8.498169,7.962,7.804156,7.73169,8.430822,9.571019,9.311595,9.309556,10.470854,10.210608,9.883413,9.936777,9.171027,9.025058,9.453691,9.551472,9.527799,9.587786,9.588776,8.776883,9.040249,9.120166,9.431019
"yjiN",9.11247,9.058693,9.304814,10.158474,9.572444,9.708709,9.403763,9.61392,9.407443,8.966252,9.038399,9.163499,9.340899,9.5091,9.526551,9.286512,9.384569,9.414622,9.093729,9.170119,9.428919,9.797881,9.635675,9.542356,9.427779,9.400402,9.732753,9.304032,9.487816,9.388203,9.445788,9.394608,9.551562,9.126964,9.599262,10.420412
"xanQ",6.600156,6.715837,7.087655,6.641987,6.514187,6.746866,6.607093,6.235353,6.364449,6.699568,6.766701,6.66066,6.729017,7.344704,6.821023,6.592804,6.728935,7.434429,6.614278,7.099914,6.867361,6.745321,6.726114,6.642547,6.539502,6.280002,6.683424,6.796999,6.905216,6.668267,6.855486,6.657216,7.806099,6.766701,8.201368,8.783515
"yjhP",8.904672,9.643737,9.642755,8.747677,9.35024,9.437545,8.943779,9.494105,9.44209,9.448463,9.217312,9.21081,9.014849,8.762283,8.89887,8.814858,8.742033,8.80999,8.490943,8.664282,8.505472,8.477097,8.650868,8.978435,8.577131,9.086622,8.987256,8.524158,8.695201,8.839213,8.817709,8.755803,9.07689,8.532542,8.631222,9.077648
"nrfD",7.771298,7.594061,7.725323,7.753202,7.805272,7.781465,7.477332,7.903499,7.877191,7.675467,7.699903,7.841163,7.737678,8.125615,7.637594,7.490351,7.36823,8.339189,7.763002,8.164006,7.790675,7.723585,7.444547,7.808172,7.699519,7.84251,7.735862,7.629908,8.063978,7.636999,7.772607,7.729134,8.605134,7.741828,9.160792,10.040025
"acs",13.367972,13.353304,13.258281,13.537603,13.171478,13.005798,13.462365,13.042126,12.938727,13.408537,13.287817,13.247509,13.439583,13.306105,13.266789,13.334426,13.074507,13.111099,12.79853,12.969519,12.580274,12.611562,12.09486,11.749749,12.431429,11.972549,11.840335,12.379961,12.314252,12.138196,12.396554,12.188108,12.170322,12.412199,12.232116,12.08098
"csiE",8.484036,8.528737,8.857474,9.615196,9.649957,9.769278,9.003937,9.048784,9.554236,9.838782,9.895824,9.762412,9.955503,9.91475,9.776087,9.989256,9.866223,9.661916,8.540389,8.506372,8.427998,9.082089,8.990936,9.085585,8.826952,8.918313,8.714123,8.734018,9.037422,9.117122,9.312256,9.279152,9.007025,8.805456,8.995627,9.649919
"rplV",14.625731,14.582053,14.596829,14.628062,14.613307,14.61979,14.615203,14.614043,14.599234,14.562747,14.564497,14.570536,14.54183,14.481073,14.546235,14.515583,14.565334,14.540914,14.771143,14.70685,14.721349,14.592821,14.628065,14.672745,14.641936,14.656271,14.679218,14.675004,14.7372,14.655778,14.693954,14.671518,14.67565,14.696254,14.682394,14.659894
"flgK",7.517677,7.726866,7.735545,7.749883,7.731594,7.779123,7.635703,7.513495,7.600185,7.584932,7.699551,7.764906,7.538819,7.477628,7.734907,7.688236,7.922767,7.491947,7.786304,7.512342,7.580291,7.865901,7.66561,7.729134,7.647106,7.762725,7.692732,7.647288,7.512715,7.412599,7.597883,7.490296,7.555709,7.373425,7.682392,7.893111
"hflC",13.308703,13.165712,13.376335,13.338934,13.171609,13.147399,13.246568,13.115328,13.192194,13.142077,13.069316,13.002704,13.269272,13.168806,13.108488,13.137195,13.028095,13.096035,13.380116,13.291246,13.441058,13.614672,13.386599,13.608541,13.766892,13.660681,13.509952,13.641464,13.551034,13.451719,13.630552,13.565325,13.358795,13.563481,13.340708,13.157034
"uvrY",12.661207,12.762096,12.75553,12.607017,12.695273,12.728094,12.748311,12.725775,12.720718,12.73589,12.754106,12.772463,12.681875,12.636341,12.739149,12.828117,12.791043,12.801913,12.608255,12.751492,12.781094,12.75554,12.786777,12.703067,12.680655,12.663238,12.73618,12.584313,12.659756,12.714295,12.619088,12.75666,12.703587,12.551307,12.571543,12.544548
"phnD",6.67764,6.588454,7.016232,6.442217,7.068357,7.259372,6.824028,6.466904,6.573073,6.814736,7.148027,7.19036,7.009956,7.945558,7.077515,7.039868,6.991498,8.045293,6.873056,7.70655,6.726126,6.882831,6.780079,6.905907,7.032105,6.589892,6.950737,7.124014,7.604584,7.013076,7.788871,7.413008,8.65824,8.975929,9.61729,9.895939
"yagM",3.658908,3.687117,3.618958,3.427678,3.487967,3.460836,3.476444,3.5983,3.753622,3.415727,3.592063,3.663415,3.898503,3.395943,3.614365,3.543111,3.377204,3.19512,3.417424,3.317906,3.439435,3.389061,3.472743,3.444071,3.366988,3.574437,3.481414,3.653414,3.394148,3.584069,3.68599,3.733361,3.317011,3.436333,3.191856,3.234426
"aegA",8.172819,8.454678,8.561297,8.512142,8.408413,8.551623,8.194663,8.785672,8.83635,8.813877,8.651035,8.514328,8.175303,8.220727,8.268922,8.128035,8.429363,8.712638,8.231544,8.443184,8.421104,8.434237,8.448613,8.72911,8.210011,8.739992,8.889033,8.223896,8.292866,8.277061,8.413078,8.164177,8.737255,8.181674,9.137143,9.845175
"cynS",5.780642,5.862034,5.796179,5.787065,5.966822,5.861357,5.864309,6.054425,5.908986,5.765516,5.830549,5.966544,5.798703,5.756064,6.062544,6.026016,5.86289,5.566266,5.911964,5.623295,5.822458,6.143094,5.957575,6.04871,6.150388,5.835475,5.848289,6.079478,5.842165,6.01895,5.866884,6.025618,5.498718,5.883796,4.99614,5.022471
"yfbS",10.331512,10.552816,10.478313,10.413445,10.380161,10.400799,10.368448,10.68664,10.667469,10.229768,10.48038,10.588195,10.058199,9.991524,10.081551,10.064902,10.641184,10.500911,10.3334,10.514522,10.646123,10.609763,10.670428,10.730574,10.294986,10.596541,10.588079,10.117394,10.028416,10.08087,10.077127,9.952716,10.224226,9.996292,10.270758,10.330367
"fecD",8.471098,8.330146,8.388218,9.846106,9.846439,9.861411,9.706144,9.456791,9.370499,9.026517,8.691335,8.830026,9.66605,9.644334,9.388089,9.120166,8.824439,9.119992,8.608389,8.496623,8.401856,9.873226,9.60417,9.673596,9.834213,9.441067,9.144086,9.185529,9.153415,9.26747,9.699659,9.663017,9.528173,9.185854,9.693894,10.328931
"mcaS",9.906328,10.161754,10.334761,9.770519,9.828607,9.883934,9.736854,9.749981,9.887971,9.921075,9.876802,10.00769,10.248137,9.972331,9.884321,9.751062,9.947651,9.850585,10.146369,10.016716,10.117923,9.709223,9.903798,9.667499,9.792896,9.702616,9.555818,9.798903,9.709836,9.730602,9.826108,9.84784,9.561843,9.90189,9.523866,9.122751
"ycgR",8.212377,8.103467,8.100293,8.651991,8.508191,8.218085,8.377652,7.970109,7.700404,7.760976,7.743009,7.714517,7.820436,7.864732,7.985618,7.746395,7.779067,7.985027,8.564562,8.215283,8.23741,8.723126,8.802804,8.524859,8.453782,8.185827,8.558768,8.312535,8.380067,8.212953,8.246061,8.029164,8.415393,8.171471,8.566543,8.798049
"fdoG",13.238853,13.443248,13.321862,13.084714,12.090441,12.071886,12.392721,12.025365,11.770844,11.313299,10.966158,11.009277,10.887579,10.085814,10.35776,10.102519,10.392288,10.624146,13.276328,13.452087,13.293214,12.966145,11.998466,11.998663,12.304808,12.077423,12.084299,12.107308,11.891866,11.85849,12.648953,12.268495,11.540847,11.784121,11.285634,10.625636
"fixA",6.34897,7.156276,7.413102,7.043781,7.556005,7.45886,6.930418,7.577689,7.538711,7.840178,7.920484,7.891718,7.555575,7.480352,7.504358,7.286663,7.306187,7.533617,6.775241,7.215027,6.799887,7.213784,7.22129,7.340254,7.205965,7.281711,7.196547,7.04086,7.077159,7.422707,7.255918,7.327111,7.375013,7.18438,8.029649,8.241191
"mntR",11.761831,11.816467,11.633122,11.55586,11.536133,11.44464,11.689859,11.273164,11.315223,11.211343,11.192806,11.15105,11.291118,11.254143,11.166896,11.391578,11.404033,11.53212,11.882875,11.918832,11.783244,11.551,11.506202,11.34708,11.410032,11.388751,11.429443,11.476103,11.364764,11.370179,11.37949,11.376207,11.321196,11.357016,11.233805,10.303049
"intA",10.818148,10.995849,10.774857,10.773087,10.960529,10.977494,10.932317,11.16356,11.265046,10.966945,11.252242,11.189771,11.318966,11.490325,11.55246,11.179826,11.225765,11.187277,10.739968,10.888985,10.788459,11.123069,11.220479,11.266251,11.316495,11.291309,11.343037,11.219881,11.213549,11.294715,11.409756,11.375772,11.396667,11.200893,11.089569,10.891166
"rplK",14.58266,14.583055,14.568822,14.445151,14.545559,14.529478,14.485551,14.491457,14.536369,14.517267,14.52038,14.522564,14.465833,14.4788,14.54228,14.419564,14.461639,14.449604,14.688995,14.676149,14.681347,14.534312,14.583837,14.63999,14.556915,14.643099,14.758762,14.675919,14.691955,14.684871,14.647238,14.643048,14.722604,14.656559,14.635594,14.66499
"yihR",6.851594,7.353818,7.394861,7.213744,7.475345,7.428314,7.122096,7.588074,7.588669,7.228757,7.547628,7.727398,7.548976,7.82415,7.807171,7.630433,7.862831,8.105289,7.121572,7.565204,7.225571,7.238777,6.836264,7.299253,7.190047,7.282192,7.361268,7.220511,7.726159,7.351989,7.460666,7.467475,8.11068,7.676777,8.718372,9.409981
"mrdA",11.116864,11.129443,11.058037,11.855707,11.721715,11.711531,11.703644,11.284645,11.217948,10.886116,10.831719,10.759963,11.227175,10.985458,10.915761,10.79262,10.678237,10.754364,11.815001,11.501629,11.297082,12.406912,12.299769,12.108815,12.116122,11.699418,11.909695,11.680614,11.857853,11.779283,12.032489,11.939128,11.330285,11.804548,11.42991,10.450097
"lrhA",12.195311,12.495748,12.358588,12.336203,12.555699,12.518592,12.341028,13.168983,13.135778,13.234567,13.345476,13.379757,13.048021,13.023881,13.06298,13.368614,13.546257,13.496208,12.187983,12.314049,12.327358,12.122135,12.406413,12.448466,11.986804,12.509022,12.492356,11.98431,12.051761,12.140683,12.099321,12.300183,12.381831,12.007446,12.143214,12.17474
"rem",8.470859,8.552074,8.395025,8.3129,8.159983,8.412737,8.281939,8.134714,8.134113,7.973654,8.043005,8.136286,8.199383,8.213203,8.064797,8.022524,8.261016,8.376598,8.494709,8.693915,8.596461,8.329227,8.438161,8.359755,8.187454,8.230842,8.607396,8.662434,8.404476,8.28257,8.521658,8.244911,8.577578,8.456612,8.751116,8.919346
"acrE",6.700405,7.247485,7.435288,7.175349,7.464213,7.664499,7.121471,7.404471,7.314907,7.520365,7.630642,7.508718,7.901723,8.064514,7.426267,7.421836,7.017867,8.152876,7.187412,7.680768,7.274232,7.356471,7.449064,7.535573,7.570149,7.723551,7.637076,7.696663,7.910473,7.827261,7.908026,7.682111,8.282463,8.006559,9.127129,9.804262
"hyaE",7.58087,7.645029,7.918422,8.142451,8.064519,8.066526,7.810758,8.118387,8.063013,7.832562,7.942552,7.990059,8.055214,8.263679,8.00943,8.269368,8.042587,8.245392,8.02851,7.592377,7.819667,7.99571,7.91556,8.226382,7.976121,8.236411,7.947392,7.884807,8.042651,7.944693,7.904956,8.041337,8.130413,7.928519,8.139777,8.634539
"yahI",3.848564,4.008935,3.865338,4.061164,3.934982,3.866689,4.25954,4.222651,4.231213,3.908089,3.839316,3.953804,4.163729,3.826635,4.221426,3.955764,3.976102,3.826195,4.197869,3.44951,4.07088,3.806465,3.791599,4.127825,4.197851,4.078674,4.19784,3.774293,4.143369,4.207664,3.875776,3.975124,3.795267,4.17318,3.620972,3.507667
"proA",10.782012,11.171148,11.506362,11.942427,11.968441,12.030153,11.612971,12.075078,12.098169,12.057262,12.124468,12.31993,12.149146,12.152998,12.393166,12.292578,12.244248,12.229139,11.158357,11.071207,11.160038,11.983015,11.998755,12.1382,11.844588,12.132665,12.511732,11.615667,12.010747,12.02359,11.986774,11.972129,12.258031,11.862021,11.964922,12.103811
"yfdG",12.33309,12.413278,12.289998,12.362923,12.464179,12.358611,12.457077,12.043353,11.92046,12.062859,11.812764,11.799647,11.785687,11.349046,11.403718,11.54812,11.536251,11.25972,12.437873,12.44363,12.416186,12.547892,12.719051,12.442414,12.339552,12.07458,12.206781,12.283732,12.246614,12.298308,12.356109,12.385533,12.150712,12.141534,11.890108,11.345358
"ispD",11.30841,11.308486,11.141568,11.301393,11.165995,11.2175,11.315713,10.976647,10.960324,10.891047,10.814916,10.869835,10.91525,10.825924,10.78636,10.888399,10.906419,10.830606,11.375286,11.506465,11.512338,11.611748,11.562932,11.47411,11.444679,11.350343,11.541676,11.516962,11.40611,11.428239,11.5137,11.452902,11.448307,11.404546,11.189377,10.458048
"tusA",10.57151,11.391964,11.550544,9.608688,9.930221,10.195492,9.785011,10.487466,10.407943,11.287757,11.286656,11.481369,10.17364,10.313357,10.413078,11.330295,11.646612,11.671088,10.815583,11.247185,11.62306,9.891197,9.937882,10.139884,9.78504,10.446101,10.727009,10.827185,10.489634,10.526111,10.276167,10.34596,10.961354,10.982913,11.31969,11.570685
"sseB",11.41684,11.400818,11.314094,11.626387,11.543665,11.443728,11.419766,11.436746,11.447107,11.664545,11.745778,11.729817,11.568318,11.122204,11.224976,11.185065,11.172747,11.477652,11.693976,11.725008,11.527223,11.687656,11.44415,11.435669,11.479694,11.369763,11.478235,11.752755,11.746857,11.690164,11.947084,11.798206,11.798333,11.857939,11.674531,11.511884
