"","0","216000","540000","972000","0 | 1","216000 | 1","540000 | 1","972000 | 1","0 | 2","216000 | 2","540000 | 2","972000 | 2"
"kdpA",246.9,167,306.3,222.4,131.9,181.3,38.2,279.5,61.7,48.1,62.8,68.2
"ybfA",500.1,627.9,1212.9,1075.5,629.8,2801.1,550.1,511.7,253.4,372.8,234.1,183.8
"rhsC",15.1,11,16.2,12.8,17.6,22.4,71.5,15.6,79.1,24.6,14.3,44.8
"ybfB",41.1,6.7,23.9,47,35.8,58.2,58.9,67.2,8.6,9.4,7,6.9
"ybfO",NA,NA,NA,NA,NA,NA,NA,NA,17.7,2.4,16.8,18
"ybfC",90.3,100.3,56.5,75.5,12.8,48.4,97,215.5,6,56,126.8,48.3
"ybfL",NA,NA,NA,NA,NA,NA,NA,NA,14,40.7,36,9.7
"ybfD",NA,NA,NA,NA,NA,NA,NA,NA,22,43.2,52.4,5.9
"ybgA",110.1,151.8,216.1,913.4,209,249.2,781.1,1042.1,93.5,198.2,733.8,769.2
"phr",343.4,379.7,393,544,223.3,474.7,1384.3,1421.1,213.3,349.6,400.2,432.6
"dtpD",128.7,50.5,147.6,162.9,234.9,68.7,226.3,94,77.2,30.3,54.1,61.3
"ybgI",571.6,731.1,1176.5,1884.1,640.8,887.6,1470.6,1492.2,707.6,861.6,764.3,518
"pxpB",189,322.6,398.4,627.5,229.9,377.6,565.4,627.8,243.8,349,270.1,193.9
"pxpC",45.6,148.1,146.3,518.6,206.1,459.2,547.6,759.9,228,329.5,271.4,238.5
"pxpA",121.9,368.1,465.2,413,313.2,447.2,636.4,358.9,375.4,431.4,334.6,243.5
"nei",230.5,205.3,276.2,186.3,274.4,255.5,67.7,42.2,160.6,249.2,112.3,96
"abrB",147.5,87.9,235.3,236.1,205.2,256.3,215.6,86.1,69.4,143.6,77,23.5
"ybgO",43,10.6,47.1,15.8,40.5,4,12.3,8.7,3.3,11.4,21.9,7.9
"ybgP",113.2,119.9,75.8,68.9,208.1,121.4,178.6,181.2,27.6,30.1,36.6,17.2
"ybgQ",171.5,123.1,122.3,168.3,221,118.1,185.2,280.5,18.4,77.1,40.6,35.9
"ybgD",10.6,106.3,17.5,48.8,70.7,23.4,90.7,81.7,55,28.6,34.3,6
"gltA",267.8,1011.4,8401.8,6776.2,827.7,4513.2,9639.1,6681.8,1985,2947.6,4734.7,2622.6
"sdhC",340,1474.4,5460.4,1417.8,1572.5,2949.9,3436.4,3116.8,1901.1,2087.9,2204.9,1567.1
"sdhD",339.7,1806,5884.1,1253.6,1692.1,3232.6,3585.9,2365.8,2135.1,3103.8,3358.1,1504.1
"sdhA",523.1,3076,8597.4,2276,3658.8,8693.7,7735.3,3662,2208.7,3327.4,3364.1,1480.4
"sdhB",311.4,1218.2,3735.9,1144.4,1074.4,2374.8,2042.9,1127.4,928.1,1243,1151.3,609.3
"sucA",284,1813.3,3323.1,964.8,1440.5,2542.1,2094.2,1644.3,1239.4,2175.2,2078.7,731.3
"sucB",340.4,3247.3,6322.1,1703.6,2699,4607.2,3978.5,2643.3,1742.8,2653.7,2966.3,932.5
"sucC",937.1,6686.4,15882.7,3400.6,2608.2,8126.2,10257.2,5150.6,2988.6,5253.8,5736,2075.8
"sucD",136.7,1667.8,5253.9,781.5,957.3,2454.7,3834.5,1397.8,635.4,1205.7,1155.1,418.8
"mngR",375.1,332.3,475.3,242.1,265,284.9,342.2,323.2,206.2,133.4,106.7,128.9
"mngA",149.7,170.1,178.7,101.6,15.5,153.1,287.1,63.2,66.3,50.2,68.4,42.4
"mngB",22.5,67.9,35.1,98,39.2,48.6,60.7,158.4,29.1,33.2,41.4,8.7
"cydA",1138.2,1119.7,873.7,789.7,1529.6,1302,922.1,1168.8,326.7,837.6,827.7,467.4
"cydB",2248.2,2348.5,1390.9,1323.1,2791.1,1240.6,1024.3,1274.8,754.5,1220.4,1062.9,806.7
"ybgE",903.4,795.4,452.2,460.8,755.9,342.6,211.4,440.7,219.4,267.9,338.9,487.3
"ybgC",2271.5,1497,1586,713.5,1907.8,1482.7,746.1,771.2,773.6,764.2,454.8,387.1
"tolQ",1182.2,1493.9,1103.2,432.6,794.8,823.1,1048.1,1275.8,625.8,531.2,376.5,297.6
"tolR",855,1189.5,903,247.8,977.4,921.5,531,509.7,543.7,432.9,392,280.3
"tolA",703.5,787,880.7,609,728.7,855.4,735,691.6,510.1,465.9,345.7,304.7
"tolB",1661.7,1975.2,2024.6,1290.4,1238,1782.7,1530.7,2063.5,1139.6,1804.8,1185,1063.1
"pal",3461.8,3639.5,4563.5,2298.5,2014.6,3934.4,1928.9,2084.7,1446.1,2282.3,1630,1226.8
"cpoB",1989.3,2332.8,2378.1,1738.8,1928.4,2831,1837.9,2777.4,1185.2,1533.5,1209.3,947.9
"lysT",23055.2,17882.5,13747,6502.2,24767.6,11262,7513.8,4000.5,5887,5502.1,3437.8,2310.9
"valT",22106.4,25664.2,21348.1,13426.3,76769.1,42167.9,54329.4,25131.6,7068.5,5792.7,4520.2,4504
"lysW",23265.3,19297.2,13655,6998.5,25239.2,11488.2,8234.6,4744.1,5363.6,5089.5,2618.7,1792.7
"valZ",21914.8,24190.8,20425,15313.7,74763,45156.2,57764.2,26671.6,6205,5420.2,3787.6,3214.5
"lysY",23209.1,17342.8,12962.6,6962.7,24500.8,11050.5,8391,4560,6136.2,5288.4,3280.9,2158
"lysZ",23468.3,19117.1,14640,7520.9,25379.9,11897.3,8552.4,4248.9,5231.5,5437.4,3391.1,2182
"lysQ",24013,17546.5,12929.2,7583.9,25914.5,12322,8456.4,4751.5,5808.3,5589.2,3505.4,2084.7
"nadA",262.2,241.2,196.1,220.4,85.3,281,430.1,500.4,118.9,101.4,97.1,124.5
"pnuC",123.5,157.7,213.8,1020.4,133.3,125.2,514.6,396.8,66.7,139.9,259.7,272.2
"zitB",41.1,83.9,119.6,507.2,129.9,158.3,301,248.3,38.9,80.4,187.4,138.9
"ybgS",NA,NA,NA,NA,NA,NA,NA,NA,95.8,231.4,1057,1187.6
"aroG",957.2,1232.1,1469.2,1035.4,752.5,765.9,1416.4,1293.3,659,386.6,594.2,520.9
"gpmA",2555.7,3728.5,3429.3,6117.4,2238.4,3565.2,4129.4,4203.8,1907.7,1059,1381.9,1758.8
"galM",543.9,1348.5,2604.9,1162.8,1368.4,2485.6,2211.2,1933.1,1039.6,1543.3,1094.3,683.8
"galK",590.7,2340.6,2775.6,1211.3,1769.3,2151.4,2195,1874,1080.9,1425.4,1002.1,662.6
"galT",213.5,3207,5721.2,9617.8,3646.2,5400.7,9130.1,13635.7,2558.4,3823.5,5427.8,4692.1
"galE",493.5,3272.3,5673.7,10635.5,2245.6,9560,12991.4,16993.3,1918,2738.6,5032.4,4540.3
"modF",164,228.8,370.4,299.4,205.3,318.2,278.7,207.4,202.7,146.9,126.7,98.1
"modE",168.8,257.7,312,298.8,289.2,239.6,125.2,138.3,146.7,205.8,168.9,135.9
"acrZ",NA,NA,NA,NA,NA,NA,NA,NA,469.9,637.8,638,796.4
"modA",256.9,1092,1332.7,1438.6,498.8,1906.1,1512.3,1356.7,356.1,172.7,491.9,254.7
"modB",227.4,1249.9,1480.1,978.1,479.5,1720,1442.8,1232.3,390.4,233.8,455.7,291.9
"modC",276,571.4,759.2,430.4,54.5,908.5,1016.6,900.3,203.1,101.4,226.6,132.2
"ybhA",920.6,933.8,795.1,371.6,789.3,929.3,564.4,575.3,311.1,370.9,225.8,181.4
"pgl",242.2,318.6,456.7,3077.1,258.7,668.9,1810.9,2072,243.7,351.1,1052.7,923.2
"ybhD",95.6,122.2,73.9,189,94.9,88.2,200.4,196.2,48.8,54,90.5,63.9
"ybhH",30,55.3,75.9,28.7,98.7,60,108,167.8,24.2,5.1,32.9,24.7
"ybhI",22.2,17,19.3,31.1,17.2,38.8,29,31,27.1,7.1,28.5,3.6
"ybhJ",398.6,271.6,233.5,173.3,326.3,205.8,142.7,253.9,107.6,71.3,96.1,68.4
"ybhC",1489.5,1380.9,960.3,240.3,815.6,1044.6,438.1,370.1,317,679.1,231.7,160.1
"ybhB",689.9,1046.3,1106,3221,710.5,2379.2,3019.9,2444.6,389.1,656.8,1116.9,769.9
"bioA",331.2,382.1,374.6,221.4,205.2,350.5,110.7,454.3,160,123.4,150.7,99.1
"bioB",49.6,29.5,64,24.2,2363.3,1562,2352.7,2637.3,589.9,504.6,527.2,544
"bioF",63,76.8,60,24.2,238.3,28.6,32,20.2,36.5,40,45.3,31
"bioC",80.6,89.7,218.2,44,11858.2,6566.1,10225.4,9495.1,651.5,512.9,636.9,613.1
"bioD",82.5,74.4,148.7,122.8,20170.3,9956.1,13758.5,15515.1,2032.3,1399.2,1777.2,1993.6
"uvrB",578.8,614.1,477.4,812.8,539.7,796,1364.1,2072.4,286.1,350.3,475.6,586.8
"ybhK",479.9,502.1,578.2,411,456.5,936.3,941.8,827.7,299.5,338,356.7,379.6
"moaA",471.1,454.7,412.7,300.1,432.2,535.9,56.2,440.4,338.7,420,210.4,186.4
"moaB",407.2,503.3,427.2,480.8,378.1,435.6,363.7,553.5,495,486.2,400.5,258.4
"moaC",802.4,1005.1,928.4,1021.6,912.2,1349.7,1193.2,1328.4,535.9,761.7,464.6,480.3
"moaD",605.3,662.6,576.6,443.7,796.4,993.3,626.8,874.7,455.1,395.6,322.3,290.2
"moaE",372.4,415.5,349.6,296.3,472.1,697.1,575.8,486.2,231.2,300.7,211.6,178.8
"ybhL",929.8,978.6,1055.3,6859.9,520.4,832.2,1566.5,2991.2,612.2,1244.4,1997,2097.3
"ybhM",22.8,15.5,74.6,56.6,65.1,112.1,38.2,22,27.9,37,29.8,16.8
"ybhN",55.4,109.4,74,385.6,115,22.2,54.7,347.5,35.7,52.8,111.6,119.1
"clsB",84.7,74.7,152.3,605,28.8,31.7,250.4,409.1,7.2,59.1,198.3,183.4
"ybhP",54.1,233.9,290.7,1382.9,124,326.9,486.6,1048.6,64.8,113.9,290.3,349.3
"ybhQ",442.3,389.2,945.8,4224.2,812.9,1301.8,3235,3253.7,464,388.1,1266.6,872.7
"ybhR",155.9,226,254.8,314.6,322.7,333.6,450.8,435.7,185.5,317.3,145.2,170.4
"ybhS",259.6,304.3,376.1,257.2,331.4,420.1,585.8,529.1,166.9,182.4,172.4,150
"ybhF",107.1,175,218.8,277.2,194,224.1,251.3,157.3,105.5,239,171.9,118.3
"ybhG",NA,NA,NA,NA,NA,NA,NA,NA,132.1,277.1,172.7,156.9
"cecR",28,112.3,165.2,509.6,326.8,306.3,262.3,355.2,83,175.5,119.8,92.5
"rhlE",687.5,373.1,279.4,194.6,470.9,529.5,524.3,591.5,199.9,211.4,88.8,110
"ybiA",120.1,120.2,265.1,234,50.2,69,226.5,51,61.9,49.1,107.4,65.3
"dinG",285.6,239.9,215.1,193.8,472.7,394.4,393,611.5,240.4,163.3,121.9,92.1
"ybiB",426,507.3,566.8,1124.6,391,414.9,916.1,733.4,266,252.9,300.5,296
"hcxB",470.6,410.9,1102.5,938.5,384.3,621.6,969.6,871.1,178.3,483.8,306.8,297.5
"ybiJ",547.1,531.9,427.3,608.9,407,428.7,408.9,818.6,119.7,165.6,180.2,277.2
"ybiI",165.8,135.4,188,1606.7,135.4,249.5,595,746,42.1,131.5,262.6,431.1
"ybiX",267.7,189.3,300.4,391.8,145.9,218.5,178.1,283.9,118.1,93.4,123.1,205.9
"fiu",NA,NA,NA,NA,NA,NA,NA,NA,68.6,25.1,50,150.1
"mcbA",111.2,72,194.3,1796.4,193.9,218.3,356.1,1330.4,69.6,183.8,633.1,668.5
"rlmF",832.6,614.1,563.7,325.5,410.7,621.1,446.9,749.1,183.3,273.8,127.8,108.1
"ybiO",209.5,171.7,171.9,488.1,123.2,223.5,486.2,389.3,46.1,74.2,134.4,104.9
"glnQ",797.8,971.9,2388.9,934.4,5263.8,3084,4539.8,2364.1,688.2,1131.6,1557,883.9
"glnP",667.4,918.2,1670.4,1276.3,2292.1,1884.9,3397.9,2416.4,598.4,1443.5,1736.5,731.7
"glnH",991.9,2108.7,4425,6077.9,3752.9,3984.7,13599.4,6297.7,1597.2,3532.2,4842.6,2059.3
"dps",548.9,1330.9,3218,25073.7,718.5,7283.6,38912.1,52224.3,505.1,3151.9,9839.4,8629.1
"rhtA",324.1,301.7,216.1,307.9,315.5,317.5,216.4,133,149.1,87.8,123.9,95.6
"ompX",11970.6,5189.9,3293.6,7012.2,5776.6,6911.9,4165.3,6805.9,2340.5,2266.3,1979.5,2948.4
"opgE",285.9,154.5,129.4,190.5,254.8,124.9,135.3,170.8,95.8,97.6,89.3,101
"mntR",NA,NA,NA,NA,NA,NA,NA,NA,325.2,323.6,165.4,269
"ybiR",402.8,262.1,389.2,167.6,315.4,254,263.8,194,164.6,252.4,91.3,109.6
"ldtB",1798.7,1291.3,967.3,1198.5,546.1,631.8,473.7,509.5,467.1,608.8,406.8,726.8
"ybiT",1372.5,820.1,785.7,407,512.3,836.9,506.9,429.6,401.8,271.3,228.1,304.9
"ybiU",157.2,166.8,206.3,222.5,131.9,270.4,177.4,367.4,101.1,96.7,147.5,105.9
"ybiV",NA,NA,NA,NA,NA,NA,NA,NA,314.6,326.2,248.3,182.2
"ybiW",606.4,598.6,348,383,548,676.1,629.1,758.3,151.7,144.8,111,186.8
"ybiY",17,11.1,10.5,55.4,26.3,89.7,21.3,139.4,3.9,3.9,47.8,10.5
"fsaA",136.8,166.3,161.3,184.8,154.7,153.8,132.7,233.6,139.2,36.4,89.2,82.7
"moeB",78.2,274.1,199.2,161.8,50.2,58,79,110,113.9,146.6,116.5,105
"moeA",288.6,434.1,450.6,343.6,183.5,368.3,276.1,396.5,244.7,248.7,212.5,215.1
"iaaA",20.7,40.9,40.3,428,30.3,75.3,78.1,117.5,38.2,111.4,265.2,299.4
"gsiA",NA,NA,NA,NA,NA,NA,NA,NA,118.6,152.6,379.2,226.9
"gsiB",NA,NA,NA,NA,NA,NA,NA,NA,145.5,177.1,306.6,210
"gsiC",NA,NA,NA,NA,NA,NA,NA,NA,98,129.1,236.6,119.7
"gsiD",NA,NA,NA,NA,NA,NA,NA,NA,125.4,165.4,135.8,97.9
"pdeI",NA,NA,NA,NA,NA,NA,NA,NA,64.6,112.3,28.8,13.6
"dgcI",NA,NA,NA,NA,NA,NA,NA,NA,187.7,98.4,43.3,55.1
"rimO",655.6,425.4,379.6,172.5,284.4,457.7,298.3,314.8,144.2,224.9,70.5,72.8
"bssR",NA,NA,NA,NA,NA,NA,NA,NA,4.6,187.9,855,2334.9
"yliI",244.6,254.8,413.7,1263.8,37.1,105,1001.4,1624.6,107.3,289.4,441.9,566.8
"gstB",535.1,754,822.9,1574.1,324.2,857.1,1519.1,1698.4,319.1,434.1,564.1,536.3
"dacC",563.2,593.3,716.6,2565.2,320.5,814.2,2211.3,1803.9,233.2,398.9,715.6,610.5
"deoR",715.4,721.9,467.8,331.8,231.8,511.8,396,203.2,410.1,348.6,160.2,160.3
"ybjG",2063.8,1800.2,1403.4,811.8,1079.5,1339.3,937.8,753.8,684.7,535.2,293.9,268.9
"mdfA",487.3,341.2,262.2,501,260.4,129.6,413,263.8,120.9,125.4,136.8,158.5
"ybjH",421.7,274.6,305.9,226.7,347.3,150.3,288.4,254.1,162.8,161.2,87.6,72.1
"ybjI",NA,NA,NA,NA,NA,NA,NA,NA,166.4,106.6,94.3,73.9
"ybjJ",NA,NA,NA,NA,NA,NA,NA,NA,208,162.1,120,124.5
"rcdA",NA,NA,NA,NA,NA,NA,NA,NA,158.3,142.4,132.6,94.1
"ybjL",NA,NA,NA,NA,NA,NA,NA,NA,142.9,176.9,163.2,199.7
"ybjM",82.4,90.3,118.8,131.7,140.1,98.9,211,279.4,63.7,42.1,40.3,60
"grxA",1415.9,1024.8,672,599.8,389.3,675.8,483.8,393.9,162.3,236.4,278.5,164.4
"ybjC",559.6,554,513.9,517.7,426.1,903.6,656.8,595.4,419.1,589.2,403.2,234.2
"nfsA",507.1,556.1,665.4,521.4,548,896.9,720.9,658.1,388,504.2,380.5,183.1
"rimK",250.7,294.7,181.3,40.2,248.4,86.3,70.1,40,212.6,148.8,118.8,39.9
"ybjN",643.3,826.3,861.7,224.6,625.2,798,254.5,400,382.8,380.3,311.1,195.1
"potF",197.9,186.4,371.8,1126.4,179.6,233.4,529.7,1083.6,65.6,141.1,481.4,476.4
"potG",13.9,14.8,15.9,222.4,29.5,33.3,79.6,47.8,7.9,6.9,112.9,82.9
"potH",166.7,183,207.4,445.5,174.9,114.4,371.7,362.2,124.5,77.7,232.1,172.1
"potI",117.8,71.5,207.5,418.4,165.4,49.7,352.5,374,56.9,92.8,163.5,162.4
"ybjO",315,330.1,166.9,159,233.8,185.9,144.9,341.8,159.4,157.1,121.2,110.8
"rlmC",466.3,264,178.4,132.2,336.6,317.9,319.5,190.4,126.9,194.3,70.7,88.8
"artJ",96.6,161.2,207.1,75.7,32,24,39.8,27.7,75.2,83.6,167,106.3
"artM",683.5,640.3,697.5,1099.2,654.2,1154.7,2028.7,1890.7,218,434.4,696.2,702.4
"artQ",391.1,355.7,583.8,1068.1,337.1,644.6,1907.9,2169.2,149.6,515.2,863.7,923.9
"artI",337.6,538.8,1210.1,3469.7,370.2,1562.9,4624.4,4809,213,781.7,1667.8,1676.5
"artP",519.1,678.1,1068.3,2634.3,186,1362.1,3054.7,5142.7,414.6,1052,1866.7,1774.6
"ybjP",55.2,214.1,624.8,6801.6,188.4,1112.1,3163.1,3269.8,103.9,478.8,1666,1125.6
"ybjQ",NA,NA,NA,NA,NA,NA,NA,NA,292,356.4,820.6,835.6
"amiD",NA,NA,NA,NA,NA,NA,NA,NA,155.2,221,337.1,410.4
"ybjS",NA,NA,NA,NA,NA,NA,NA,NA,126.3,203.5,152,142.6
"ybjT",244.7,345.2,429.3,682.6,302.9,486.8,733.4,884.9,263.6,389.5,318.4,390.9
"ltaE",385.3,593.6,627.3,740.8,350,701.9,509.8,855.4,405.9,554.2,512.2,512.2
"poxB",148.8,236.8,440.2,3651.8,579.7,790.2,2901.6,7241,88.5,462.9,1371.7,1755.7
"hcr",NA,NA,NA,NA,NA,NA,NA,NA,39.3,75.2,63.3,46.3
"hcp",39.8,51.7,108.5,203.6,30,55.5,252.3,458.7,8.9,10.6,14.2,36.9
"lysO",207.2,147,162.2,156.1,15.8,94.6,117.5,219.3,72.1,76.4,66,45
"aqpZ",100.9,200.2,225.1,506.3,135.9,176,206.8,565.7,35.2,38.2,109.2,98.7
"ybjD",292.7,174.8,258.3,555.1,213.4,498.4,765.4,644.5,91.3,148.9,174.7,180.4
"ybjX",1643.2,1625.4,2131.8,781.6,929.4,1782.7,1377.2,1351.4,634,1144.3,1235.3,1136.5
"macA",NA,NA,NA,NA,NA,NA,NA,NA,231.9,283.7,215.6,156.5
"macB",333.8,366.3,638.1,888.5,365,759.2,924.5,1100.6,204.1,301.3,217.5,367.5
"cspD",504.3,1933.1,11125.9,32050.6,2066,15307.2,58751,55206.3,1473.1,3371.1,9706.7,8947.6
"clpS",915.6,1385.5,2597.1,5726,1230.8,2609.3,4755,4359.1,1550.3,1086.5,2142.7,2209.6
"clpA",572.7,1130,1631.3,7684.2,1366.5,1858.6,5718.3,3686.3,639.9,699.2,1674.9,1313
"serW",13021.7,12057.7,14237.3,10656.9,32339.4,23283.5,23376.4,9684,1544.6,1366.5,2086.2,2432.1
"infA",21461.1,17566.1,14611.6,1241.3,17049.8,15994.4,2880.3,1421,5363,4127.7,1399.9,1198
"aat",283.6,338.7,313.8,445.4,47.9,150,198.2,270.3,187.6,314,216.7,287.3
"cydC",357.9,473.8,556,165.8,428.7,563,510.3,569.9,336.5,660.9,295.2,211
"cydD",254.2,291.8,241.6,125.6,225,304.7,329.4,377.5,173.6,236.7,156.8,145.2
"trxB",1334.4,1207.8,1036.4,399.1,907.6,1238.1,751.8,943.8,627.3,626.6,531.9,279.7
"lrp",3100.5,2129.4,3959.7,1030.2,2231.3,1827.5,2314.9,1687.7,1529.4,1156.6,976.7,688.5
"ftsK",760.4,947.4,1084.6,1129.1,1715,1668.5,1851.2,1678.3,973.6,894.9,766,722.8
"lolA",1135.1,1239.5,1056.1,1245.1,841.5,985.9,1465.8,1391.8,856.1,694.6,640.5,642.7
"rarA",518.6,464.9,354.1,225.5,256,141.1,221.6,281.4,370.6,381.1,250,254.6
"serS",1228.4,1276.1,1278.7,668,1094.1,1206.7,968.8,900.1,909.6,794.6,398.6,395.2
"dmsA",30.1,114.1,110,153.8,148.2,46.1,66.8,71.7,12.9,47.1,69.2,18.6
"dmsB",93.6,114.7,120.3,155.3,215.5,194.4,179.4,236.2,76.1,42.4,99.4,42
"dmsC",80.4,141.7,150,220.9,266.2,403.1,394.7,502.8,54.8,96,67.7,64.5
"ycaC",84.2,199,545.2,9606.9,192.9,1329.2,6792.3,8837.2,67.8,580.6,2739.2,2729.9
"ycaD",312.8,434.4,427.1,1037,191.1,25.7,347.4,400.3,56.6,230.5,239.5,234.1
"ycaM",NA,NA,NA,NA,NA,NA,NA,NA,24.6,26,32.7,24
"ycaN",197.1,291.1,230.9,176.9,295.7,295.9,274.5,206.3,111.6,55.8,85,83.8
"ycaK",65.5,76.8,100.1,47.5,21.2,86.4,32.2,16.1,34.4,65.2,28.4,19.7
"pflA",620.1,1220.3,982.8,1331.9,1065.9,1025,979.1,1175.2,376,767.6,594.7,392.8
"pflB",694,1502,1531.9,2527.1,3843.4,1757.9,1708.6,3710.5,461.7,1036.6,1299.8,1411.1
"focA",775.1,2798.2,1308.2,3010,3005.5,2522.6,1628.9,3702.9,581.5,1491.6,1337.6,1302.8
"ycaO",714.8,442.9,395.9,118.3,861.5,353.5,132,94.4,171.1,204.8,42.3,30.1
"ycaP",117.1,297.6,311.1,1973.1,121.2,575.8,1272.2,1278,168.1,466.5,761.5,538
"serC",366.6,518.7,921.2,460.2,579.5,694.7,966.5,812.3,428,473.2,545,471.5
"aroA",689.8,981.8,1047.6,839.8,659.9,486,563.9,628.4,402.7,490.2,423.3,548.7
"ycaL",120.3,171.3,180.6,231.5,192.1,232.6,317,310,74.1,70.6,80.7,73.7
"cmk",4276.1,3667.9,2207.6,1633.8,2132.3,1372.1,948.1,1604.8,1754.6,1349.2,597.3,620.4
"rpsA",21318.8,20887.4,16645.8,4710.9,40743.5,20718,6047.7,5382.4,6479.6,4584,2222.4,2107
"ihfB",3589.1,3101.3,4066.8,13852.6,2205.5,2728.5,6839,5477.4,1311.3,1119.3,3996.2,2614.8
"ycaI",120.8,18.2,73.5,43,12,64.4,74.8,41.9,35.7,41.8,68.9,44.8
"msbA",763.4,470.7,819.6,566.3,443.7,346.9,243.6,454.5,400.6,706.8,412.6,584
"lpxK",739.6,741.2,640.7,545.5,790.2,681.2,589.6,768.9,336.8,464,266.5,277.5
"ycaQ",26.3,74,163.2,138.1,221.1,36.4,58.7,45.1,78.9,93.5,72.5,62.2
"ycaR",2132.9,2448.9,2148.2,2234.2,1365.8,2299.6,1582.2,1736.4,1084.7,1449.3,1041.2,867.2
"kdsB",1545.6,1490.4,1308.7,928.5,667.7,921.5,812.7,755.9,374.3,620.1,475,380.2
"ycbJ",NA,NA,NA,NA,NA,NA,NA,NA,74.3,71.9,191.6,186.6
"elyC",437.4,424.6,338.7,362.8,329.4,354.9,194.1,224.8,152.2,269.4,152,92.1
"cmoM",2268.6,1689.2,1512,610.8,1189.1,1302.2,869.3,946,1395.8,856.4,642.8,608.7
"mukF",1087.3,1051.2,686.1,356.1,1153.3,1210.4,886.3,659.9,677,464.5,346.7,286.6
"mukE",995.1,805.4,562.6,270.7,1313.1,1522,896.9,728,906,497.1,459.5,349
"mukB",704.5,606.7,448.4,614.6,953.5,563,689.9,610.3,528.6,314.2,210,193.9
"ldtD",245.1,312.9,305.8,1771.9,211.8,352.1,1163.6,734.7,223.5,260.6,593.6,359
"mepK",1770.2,1723,1629.7,1203.3,1223,1551.6,2233.7,2798.7,1107,1001.2,1549.6,1219.2
"gloC",1118.5,1021.5,1135.1,530.7,785.3,726.1,924.2,851.9,593.3,574.3,593.5,506.6
"aspC",1129.4,2007.9,3814.5,467.9,1050.1,2307.7,1027.3,617,858.5,1618.6,731.9,346
"ompF",5334.5,5684.1,21957.4,2759,3127.2,20784.9,12932.8,5994.6,5021,5022.6,3277.3,1401.6
"asnS",1202.3,923.3,1232.3,665.9,812.2,581.2,280.4,365.1,713,408.9,240.1,362.9
"pncB",972.4,604.9,574.5,283.4,335.8,213.7,223.1,215,371.4,354.4,227.2,226.4
"pepN",860.7,919.8,1249.2,2085.2,820.6,1392.4,2218.5,2279.8,692.6,710.1,868.3,771.8
"ssuB",136.1,214.8,229.5,316.4,92.7,67.9,263.1,289.4,101.3,84.6,131.9,90.4
"ssuC",105.7,148.4,55.5,149.1,250.6,351.4,584.7,374.2,63.3,11.9,60.3,61.5
"ssuD",123,107.1,240.8,78.8,27.3,16.6,24.2,137.9,78.1,77,34.2,48.5
"ssuA",59,62.4,38.5,18.1,38.5,109.6,115,15.6,4.7,14.2,24.4,9.3
"ssuE",149.5,140.7,46.4,153.1,284,210,165.4,254.2,77,58.8,95.6,53.1
"elfA",87.1,96.4,110.5,86.4,79.6,87.1,30.3,53.6,34.5,93.2,45.3,24.7
"elfD",21.6,49.4,63.2,21.6,25.5,91,36.6,11.1,24.8,27.2,31.2,6.8
"elfC",136.6,131.5,59.4,40.5,178.8,207.2,205.2,200.3,47,53.1,41,43.2
"elfG",NA,NA,NA,NA,NA,NA,NA,NA,62.6,36.6,60.5,41.9
"ycbU",NA,NA,NA,NA,NA,NA,NA,NA,52.3,8.7,41.6,4.1
"ycbV",NA,NA,NA,NA,NA,NA,NA,NA,73.9,88.2,66.4,16.1
"ycbF",218.4,281.1,243.1,175.7,236.7,412.3,353.3,299.2,125.4,111.5,112.3,121.6
"pyrD",550.1,742.4,314.6,124.5,93.2,286.2,125.5,161.5,227.6,235.5,77,50.8
"zapC",562.7,420.5,761.9,1259.2,398.7,667.5,1304.7,1098.7,214.8,292.5,451.4,479.7
"ycbX",NA,NA,NA,NA,NA,NA,NA,NA,344.6,266.3,176.4,147.3
"rlmL",492.8,467.2,439.4,232.6,320.9,578.2,378.5,339.9,134.4,227.8,140.6,141.4
"uup",654,610.4,579.7,865,494.1,489.6,713.4,721.4,227.5,351,452,419.2
"pqiA",289,319.1,296.8,277.5,165.7,256.1,370.8,482.7,149.9,218.9,202.5,176
"pqiB",339.2,390.6,411.6,535,266.3,548.9,555,515.4,174.5,214.3,268.5,208.5
"pqiC",380.1,485.8,268.5,697.1,50.2,499.3,562.5,602.8,138.3,120.4,251.5,189.4
"rmf",544.3,1728.6,17435.1,19262.6,759.7,19601.2,114406.9,109131.2,391.2,3196.5,11056.6,11623.3
"fabA",8418.6,6621.5,12201.5,1111,7862.7,6510.6,2338.9,1514.3,3302.4,1911.2,649.3,766.2
"ycbZ",NA,NA,NA,NA,NA,NA,NA,NA,550.1,522.5,385,529.9
"matP",851.4,906.6,1393.1,1962.2,898.7,1113.8,1296.4,1430.2,489.1,445,487.3,435
"ompA",20258.2,17224.2,19577,26649.2,11453.4,22763.3,19390.8,19982.3,5273.9,5300.9,6380.2,6934.5
"sulA",471.5,449.2,721.6,2579.2,486.4,663.8,1472.1,2174.2,354.4,443.6,740.4,1104.2
"sxy",NA,NA,NA,NA,NA,NA,NA,NA,195.4,162.3,176.3,166.2
"yccS",NA,NA,NA,NA,NA,NA,NA,NA,132.9,202,97.5,102.9
"yccF",402.6,490.6,434.5,196.4,354,450.7,338.5,247.9,193.5,287.5,145.4,140.3
"helD",462.8,432.4,578.3,662.9,256.4,444.1,651.1,481.6,185.7,278.3,323.4,257.8
"mgsA",937.8,1935,2380.5,3028.6,1634.3,4118.9,3357.5,2636,1657.7,1116.1,1454.8,830.6
